,Condition_1,Condition_1_prime_1,Condition_1_prime_2,Condition_1_prime_3,Condition_1_prime_4,Condition_1_prime_5,Condition_1_prime_6,Condition_1_prime_7,Condition_1_prime_8,Condition_1_prime_9,Condition_1_prime_10,Condition_2,Condition_2_prime_1,Condition_2_prime_2,Condition_2_prime_3,Condition_2_prime_4,Condition_2_prime_5,Condition_2_prime_6,Condition_2_prime_7,Condition_2_prime_8,Condition_2_prime_9,Condition_2_prime_10,Condition_3,Condition_3_prime_1,Condition_3_prime_2,Condition_3_prime_3,Condition_3_prime_4,Condition_3_prime_5,Condition_3_prime_6,Condition_3_prime_7,Condition_3_prime_8,Condition_3_prime_9,Condition_3_prime_10,Condition_4,Condition_4_prime_1,Condition_4_prime_2,Condition_4_prime_3,Condition_4_prime_4,Condition_4_prime_5,Condition_4_prime_6,Condition_4_prime_7,Condition_4_prime_8,Condition_4_prime_9,Condition_4_prime_10,Condition_5,Condition_5_prime_1,Condition_5_prime_2,Condition_5_prime_3,Condition_5_prime_4,Condition_5_prime_5,Condition_5_prime_6,Condition_5_prime_7,Condition_5_prime_8,Condition_5_prime_9,Condition_5_prime_10,Condition_6,Condition_6_prime_1,Condition_6_prime_2,Condition_6_prime_3,Condition_6_prime_4,Condition_6_prime_5,Condition_6_prime_6,Condition_6_prime_7,Condition_6_prime_8,Condition_6_prime_9,Condition_6_prime_10,Condition_7,Condition_7_prime_1,Condition_7_prime_2,Condition_7_prime_3,Condition_7_prime_4,Condition_7_prime_5,Condition_7_prime_6,Condition_7_prime_7,Condition_7_prime_8,Condition_7_prime_9,Condition_7_prime_10,Condition_8,Condition_8_prime_1,Condition_8_prime_2,Condition_8_prime_3,Condition_8_prime_4,Condition_8_prime_5,Condition_8_prime_6,Condition_8_prime_7,Condition_8_prime_8,Condition_8_prime_9,Condition_8_prime_10,Condition_9,Condition_9_prime_1,Condition_9_prime_2,Condition_9_prime_3,Condition_9_prime_4,Condition_9_prime_5,Condition_9_prime_6,Condition_9_prime_7,Condition_9_prime_8,Condition_9_prime_9,Condition_9_prime_10,Condition_10,Condition_10_prime_1,Condition_10_prime_2,Condition_10_prime_3,Condition_10_prime_4,Condition_10_prime_5,Condition_10_prime_6,Condition_10_prime_7,Condition_10_prime_8,Condition_10_prime_9,Condition_10_prime_10
Condition_1,0.9742,0.6546,0.9223,0.7944,0.8504,0.8734,0.867,0.7754,0.9134,0.9742,0.966,0.82,0.68,0.7644,0.6459,0.7194,0.7468,0.8193,0.8066,0.8191,0.8066,0.8303,0.3312,0.3312,0.3312,0.2714,0.3312,0.3312,0.3312,0.3312,0.3231,0.251,0.3271,0.4124,0.4124,0.4124,0.3526,0.4123,0.388,0.4124,0.4124,0.4124,0.388,0.4124,0.7063,0.5829,0.5529,0.5999,0.6234,0.622,0.7063,0.6921,0.5886,0.6714,0.7079,0.748,0.6102,0.6906,0.5464,0.6545,0.6696,0.7463,0.6901,0.7944,0.7661,0.7193,0.851,0.7272,0.8206,0.634,0.8033,0.7811,0.851,0.7581,0.783,0.8468,0.8428,0.7579,0.6341,0.7432,0.6141,0.7103,0.6854,0.6855,0.7105,0.7938,0.7737,0.7207,0.4884,0.3118,0.3362,0.3974,0.4884,0.3885,0.464,0.4884,0.4884,0.3798,0.4042,0.464,0.3797,0.3076,0.464,0.4116,0.464,0.464,0.464,0.4041,0.365,0.3797
Condition_1_prime_1,0.6546,0.9742,0.6494,0.5753,0.5607,0.5745,0.7225,0.5582,0.6489,0.6546,0.6465,0.5409,0.6074,0.4918,0.5535,0.4664,0.4839,0.5377,0.5999,0.5405,0.512,0.5451,0.3204,0.3204,0.3204,0.2443,0.3204,0.3204,0.3204,0.3204,0.3057,0.2198,0.3122,0.4242,0.5479,0.4242,0.3481,0.4239,0.3938,0.4242,0.4242,0.4242,0.3938,0.4242,0.4209,0.5451,0.3726,0.3315,0.3679,0.3529,0.4209,0.4052,0.4015,0.4615,0.4218,0.4591,0.5448,0.3949,0.458,0.396,0.397,0.4563,0.4831,0.517,0.4789,0.5031,0.6307,0.6784,0.5865,0.6055,0.5552,0.5312,0.6254,0.6486,0.5561,0.6225,0.5932,0.4696,0.5934,0.4532,0.3259,0.4519,0.4147,0.5849,0.4042,0.5015,0.4837,0.5045,0.4157,0.5765,0.3396,0.2931,0.4157,0.2767,0.3854,0.4157,0.4157,0.3854,0.4157,0.3937,0.3937,0.3094,0.3937,0.3245,0.3937,0.3937,0.3937,0.3176,0.3694,0.3937
Condition_1_prime_2,0.9223,0.6494,0.9742,0.7502,0.8504,0.8292,0.8625,0.8169,0.9128,0.9223,0.9142,0.7783,0.6358,0.793,0.6017,0.6825,0.7123,0.7752,0.7572,0.7769,0.7582,0.7862,0.3571,0.3571,0.3571,0.2972,0.3571,0.3571,0.3571,0.3571,0.346,0.275,0.3512,0.39,0.39,0.39,0.3302,0.3898,0.3597,0.39,0.39,0.39,0.3597,0.39,0.6621,0.5387,0.5605,0.5629,0.5864,0.5778,0.6621,0.6403,0.5444,0.6196,0.6637,0.7049,0.566,0.7017,0.5022,0.6175,0.6338,0.7021,0.7009,0.7675,0.7253,0.6675,0.8419,0.692,0.805,0.6139,0.7943,0.7618,0.8419,0.7487,0.771,0.8361,0.8268,0.7209,0.5971,0.699,0.6141,0.6733,0.6551,0.6336,0.7105,0.742,0.7367,0.6765,0.4659,0.2893,0.3137,0.4164,0.4659,0.407,0.4356,0.4659,0.4659,0.3513,0.3817,0.4417,0.3574,0.2836,0.4417,0.4409,0.4417,0.4417,0.4417,0.3818,0.3383,0.3574
Condition_1_prime_3,0.7944,0.5753,0.7502,0.9742,0.7028,0.7695,0.7862,0.6247,0.7423,0.7944,0.7939,0.7252,0.5992,0.613,0.8172,0.6357,0.6601,0.7252,0.7496,0.7251,0.6488,0.7252,0.2017,0.2017,0.2017,0.1498,0.2017,0.2017,0.2017,0.2017,0.1958,0.1227,0.1988,0.2632,0.2632,0.2632,0.2113,0.2631,0.2484,0.2632,0.2632,0.2632,0.2484,0.2632,0.6218,0.4984,0.5368,0.5237,0.5471,0.5457,0.6218,0.5925,0.4644,0.5634,0.6236,0.6572,0.5317,0.5598,0.7162,0.5747,0.587,0.6572,0.5675,0.6446,0.6736,0.6056,0.6793,0.5721,0.6549,0.7354,0.6482,0.6349,0.6793,0.6788,0.6216,0.6765,0.6765,0.6723,0.5485,0.6571,0.5284,0.6328,0.6084,0.5587,0.6107,0.6919,0.6874,0.6322,0.3392,0.2549,0.2873,0.2721,0.3392,0.2838,0.3244,0.3392,0.3392,0.2402,0.2549,0.3162,0.2918,0.2615,0.3162,0.2715,0.3162,0.3162,0.3162,0.2643,0.2238,0.2319
Condition_1_prime_4,0.8504,0.5607,0.8504,0.7028,0.9742,0.8062,0.7514,0.7129,0.7976,0.8504,0.8423,0.7758,0.6358,0.7238,0.5679,0.7926,0.7098,0.7751,0.7224,0.7749,0.7058,0.7861,0.307,0.307,0.307,0.2551,0.307,0.307,0.307,0.307,0.2988,0.2349,0.3028,0.3363,0.3363,0.3363,0.2844,0.3362,0.3119,0.3363,0.3363,0.3363,0.3119,0.3363,0.6391,0.5293,0.5057,0.5399,0.5864,0.5548,0.6391,0.6173,0.4905,0.5805,0.6407,0.6808,0.566,0.6353,0.4765,0.7412,0.6097,0.6792,0.651,0.6868,0.6989,0.6284,0.7354,0.6592,0.705,0.5401,0.8591,0.6902,0.7354,0.6506,0.6753,0.7312,0.7272,0.6979,0.5877,0.676,0.5911,0.6733,0.6321,0.5834,0.6712,0.719,0.7138,0.6535,0.4042,0.2438,0.268,0.365,0.4041,0.3561,0.3798,0.4042,0.4042,0.3037,0.328,0.3797,0.3036,0.2395,0.3797,0.3792,0.3797,0.3797,0.3797,0.3279,0.2889,0.3036
Condition_1_prime_5,0.8734,0.5745,0.8292,0.7695,0.8062,0.9742,0.778,0.6909,0.8209,0.8734,0.8734,0.8176,0.6799,0.6891,0.621,0.7177,0.7444,0.8176,0.7414,0.8171,0.7249,0.8257,0.285,0.285,0.285,0.2332,0.285,0.285,0.285,0.285,0.2792,0.2142,0.2822,0.3545,0.3545,0.3545,0.3026,0.3544,0.3353,0.3545,0.3545,0.3545,0.3353,0.3545,0.7063,0.5829,0.5214,0.5999,0.6234,0.622,0.7063,0.6772,0.541,0.6404,0.7079,0.7456,0.6102,0.636,0.5297,0.6537,0.6673,0.7456,0.652,0.7288,0.7637,0.6876,0.7665,0.6674,0.7421,0.558,0.7436,0.7303,0.7665,0.682,0.7088,0.7637,0.7637,0.7579,0.6341,0.7432,0.6141,0.7103,0.6854,0.6298,0.687,0.7789,0.7737,0.7207,0.4224,0.2621,0.2863,0.3479,0.4224,0.3397,0.4032,0.4224,0.4224,0.3271,0.3463,0.3993,0.3232,0.2603,0.3993,0.3548,0.3993,0.3993,0.3993,0.3474,0.312,0.3232
Condition_1_prime_6,0.867,0.7225,0.8625,0.7862,0.7514,0.778,0.9742,0.7415,0.8611,0.867,0.8589,0.7383,0.6039,0.7007,0.6459,0.6433,0.6732,0.7351,0.8091,0.7369,0.7177,0.7461,0.2653,0.2653,0.2653,0.1974,0.2653,0.2653,0.2653,0.2653,0.2506,0.1751,0.2594,0.359,0.359,0.359,0.291,0.3588,0.3286,0.359,0.359,0.359,0.3286,0.359,0.6217,0.4982,0.5837,0.5237,0.547,0.5456,0.6217,0.6071,0.5273,0.5872,0.6231,0.6648,0.5341,0.6094,0.5464,0.5783,0.5946,0.6621,0.6167,0.735,0.6853,0.6351,0.8145,0.669,0.7775,0.679,0.7427,0.7148,0.8145,0.8219,0.7318,0.8086,0.7913,0.6717,0.548,0.6561,0.5299,0.6323,0.608,0.5889,0.6152,0.7054,0.6866,0.6364,0.4431,0.3507,0.3751,0.3529,0.443,0.3199,0.4127,0.4431,0.4431,0.3203,0.3507,0.4224,0.33,0.3485,0.4224,0.3617,0.4224,0.4224,0.4224,0.3544,0.33,0.33
Condition_1_prime_7,0.7754,0.5582,0.8169,0.6247,0.7129,0.6909,0.7415,0.9742,0.7578,0.7754,0.7677,0.6526,0.5303,0.6549,0.4758,0.5718,0.5866,0.6502,0.6242,0.6532,0.7285,0.6538,0.38,0.38,0.38,0.312,0.38,0.38,0.38,0.38,0.3608,0.2874,0.3716,0.3914,0.3914,0.3914,0.3235,0.3906,0.3914,0.3914,0.3914,0.3914,0.3914,0.3914,0.5498,0.4263,0.4759,0.4519,0.4835,0.4655,0.5498,0.5237,0.556,0.5056,0.5506,0.5803,0.4584,0.5701,0.3837,0.5067,0.5092,0.5783,0.5681,0.6311,0.5967,0.539,0.7403,0.5701,0.7016,0.5018,0.6496,0.6333,0.7337,0.6506,0.6586,0.7332,0.7008,0.6034,0.4796,0.5786,0.5024,0.5651,0.5398,0.509,0.5989,0.6175,0.6162,0.5508,0.4749,0.2817,0.3061,0.4505,0.4747,0.423,0.486,0.4749,0.4749,0.3825,0.3825,0.4588,0.3664,0.2819,0.4588,0.4588,0.4588,0.4588,0.4588,0.3909,0.3421,0.3664
Condition_1_prime_8,0.9134,0.6489,0.9128,0.7423,0.7976,0.8209,0.8611,0.7578,0.9742,0.9134,0.9056,0.7692,0.6275,0.7327,0.5939,0.6743,0.7036,0.7665,0.7478,0.7699,0.7497,0.7775,0.2978,0.2978,0.2978,0.2978,0.2978,0.2978,0.2978,0.2978,0.2867,0.2157,0.2918,0.3905,0.3906,0.3905,0.3905,0.39,0.3602,0.3905,0.3905,0.3905,0.3602,0.3905,0.6544,0.531,0.5006,0.5999,0.5792,0.5701,0.6544,0.6921,0.5444,0.6115,0.656,0.6957,0.5577,0.6411,0.4943,0.6093,0.625,0.6935,0.6401,0.8271,0.7169,0.6585,0.8415,0.6906,0.8046,0.6147,0.7859,0.7533,0.8415,0.7479,0.8304,0.8357,0.8254,0.7136,0.5898,0.7432,0.5769,0.6659,0.6484,0.6253,0.6584,0.7938,0.7293,0.6686,0.4661,0.2895,0.3737,0.3568,0.466,0.3474,0.4358,0.4661,0.4661,0.3516,0.3819,0.4424,0.3582,0.3442,0.4424,0.3813,0.4424,0.4424,0.4424,0.4424,0.339,0.3582
Condition_1_prime_9,0.9742,0.6546,0.9223,0.7944,0.8504,0.8734,0.867,0.7754,0.9134,0.9742,0.966,0.82,0.68,0.7644,0.6459,0.7194,0.7468,0.8193,0.8066,0.8191,0.8066,0.8303,0.3312,0.3312,0.3312,0.2714,0.3312,0.3312,0.3312,0.3312,0.3231,0.251,0.3271,0.4124,0.4124,0.4124,0.3526,0.4123,0.388,0.4124,0.4124,0.4124,0.388,0.4124,0.7063,0.5829,0.5529,0.5999,0.6234,0.622,0.7063,0.6921,0.5886,0.6714,0.7079,0.748,0.6102,0.6906,0.5464,0.6545,0.6696,0.7463,0.6901,0.7944,0.7661,0.7193,0.851,0.7272,0.8206,0.634,0.8033,0.7811,0.851,0.7581,0.783,0.8468,0.8428,0.7579,0.6341,0.7432,0.6141,0.7103,0.6854,0.6855,0.7105,0.7938,0.7737,0.7207,0.4884,0.3118,0.3362,0.3974,0.4884,0.3885,0.464,0.4884,0.4884,0.3798,0.4042,0.464,0.3797,0.3076,0.464,0.4116,0.464,0.464,0.464,0.4041,0.365,0.3797
Condition_1_prime_10,0.966,0.6465,0.9142,0.7939,0.8423,0.8734,0.8589,0.7677,0.9056,0.966,0.9742,0.8176,0.6799,0.762,0.6454,0.7177,0.7444,0.8176,0.8043,0.8171,0.8043,0.8286,0.3254,0.3254,0.3254,0.2655,0.3254,0.3254,0.3254,0.3254,0.3195,0.2464,0.3225,0.4121,0.4121,0.4121,0.3523,0.412,0.3877,0.4121,0.4121,0.4121,0.3877,0.4121,0.7063,0.5829,0.5529,0.5999,0.6234,0.622,0.7063,0.6921,0.5886,0.6714,0.7079,0.7456,0.6102,0.6882,0.546,0.6537,0.6673,0.7456,0.6879,0.7921,0.7637,0.7186,0.8438,0.72,0.8135,0.6271,0.7961,0.7762,0.8438,0.7511,0.7781,0.841,0.841,0.7579,0.6341,0.7432,0.6141,0.7103,0.6854,0.6855,0.7105,0.7938,0.7737,0.7235,0.4881,0.3115,0.3359,0.3971,0.4881,0.3882,0.4638,0.4881,0.4881,0.3795,0.4039,0.4577,0.3735,0.3027,0.4577,0.4056,0.4577,0.4577,0.4577,0.3979,0.3587,0.3735
Condition_2,0.82,0.5409,0.7783,0.7252,0.7758,0.8176,0.7383,0.6526,0.7692,0.82,0.8176,0.9742,0.8226,0.8376,0.7591,0.864,0.8818,0.9683,0.8899,0.9728,0.8734,0.9492,0.256,0.2561,0.256,0.2042,0.256,0.256,0.256,0.256,0.256,0.188,0.256,0.3399,0.3399,0.3399,0.288,0.3397,0.3251,0.3399,0.3399,0.3399,0.3251,0.3399,0.683,0.573,0.497,0.5768,0.6231,0.5987,0.683,0.6534,0.5266,0.6173,0.6844,0.7261,0.6102,0.618,0.5207,0.6545,0.6478,0.7234,0.6335,0.7027,0.7457,0.6654,0.7133,0.6372,0.689,0.5176,0.7133,0.683,0.7133,0.6283,0.6615,0.7133,0.7133,0.7341,0.6239,0.7191,0.5916,0.7097,0.6619,0.6183,0.6629,0.7545,0.7497,0.6995,0.4077,0.2473,0.2716,0.3487,0.4076,0.325,0.3929,0.4077,0.4077,0.3168,0.3316,0.3712,0.2951,0.2351,0.3712,0.3262,0.3712,0.3712,0.3712,0.3193,0.2951,0.2951
Condition_2_prime_1,0.68,0.6074,0.6358,0.5992,0.6358,0.6799,0.6039,0.5303,0.6275,0.68,0.6799,0.8226,0.9742,0.6941,0.6452,0.7849,0.7702,0.8226,0.7464,0.822,0.7302,0.8078,0.2412,0.2826,0.2412,0.1893,0.2412,0.2412,0.2412,0.2412,0.2412,0.1732,0.2411,0.3143,0.4659,0.3143,0.2735,0.3142,0.3061,0.3143,0.3143,0.3143,0.3061,0.3143,0.5728,0.5824,0.3971,0.5021,0.5373,0.5129,0.5728,0.5432,0.5009,0.5832,0.5742,0.612,0.7411,0.4836,0.4277,0.5675,0.5581,0.612,0.5675,0.5602,0.612,0.612,0.5731,0.7247,0.5539,0.3957,0.5731,0.5487,0.5731,0.4967,0.5212,0.5731,0.5731,0.6239,0.6333,0.6089,0.4896,0.6239,0.5761,0.5772,0.5468,0.6279,0.6394,0.6549,0.3061,0.3402,0.1781,0.2537,0.3061,0.2334,0.2979,0.3061,0.3061,0.2979,0.3061,0.2693,0.2693,0.1413,0.2693,0.2248,0.2693,0.2693,0.2693,0.2174,0.2693,0.2693
Condition_2_prime_2,0.7644,0.4918,0.793,0.613,0.7238,0.6891,0.7007,0.6549,0.7327,0.7644,0.762,0.8376,0.6941,0.9742,0.6469,0.7428,0.7606,0.8317,0.8217,0.8373,0.8215,0.8236,0.305,0.3051,0.305,0.2452,0.305,0.305,0.305,0.305,0.305,0.2288,0.3049,0.3658,0.3658,0.3676,0.3059,0.3655,0.3414,0.3658,0.3658,0.3658,0.3414,0.3658,0.5464,0.4364,0.5362,0.4556,0.5019,0.4703,0.5464,0.5241,0.4292,0.504,0.5478,0.5895,0.4817,0.6863,0.4004,0.5332,0.5266,0.5868,0.587,0.652,0.6116,0.5521,0.6648,0.5647,0.6278,0.4544,0.6476,0.6043,0.6638,0.5702,0.6049,0.6648,0.6608,0.6047,0.4945,0.5825,0.5916,0.5885,0.5473,0.5213,0.6864,0.6251,0.6203,0.5629,0.4415,0.2649,0.2893,0.4172,0.4414,0.3826,0.4172,0.4415,0.4415,0.3329,0.3573,0.3905,0.3063,0.2383,0.3905,0.3893,0.3905,0.3905,0.3905,0.3307,0.3063,0.3063
Condition_2_prime_3,0.6459,0.5535,0.6017,0.8172,0.5679,0.621,0.6459,0.4758,0.5939,0.6459,0.6454,0.7591,0.6452,0.6469,0.9742,0.6812,0.6748,0.7591,0.7835,0.759,0.6827,0.7399,0.1762,0.1763,0.1762,0.1243,0.1762,0.1762,0.1762,0.1762,0.1762,0.1,0.1762,0.2555,0.2555,0.2555,0.2037,0.2554,0.2444,0.2555,0.2555,0.2555,0.2444,0.2555,0.4979,0.4981,0.4124,0.3999,0.4367,0.4218,0.4979,0.4683,0.3403,0.4403,0.4993,0.5372,0.4234,0.4332,0.721,0.4669,0.467,0.5371,0.4409,0.518,0.5536,0.4855,0.5309,0.4372,0.5065,0.7063,0.5133,0.4924,0.5309,0.5304,0.479,0.5309,0.5309,0.549,0.5489,0.5341,0.4064,0.5232,0.4849,0.5594,0.4858,0.5695,0.5644,0.5142,0.3315,0.2473,0.2796,0.2762,0.3315,0.2676,0.3204,0.3315,0.3315,0.2362,0.2473,0.2949,0.2704,0.243,0.2949,0.2502,0.2949,0.2949,0.2949,0.243,0.2106,0.2106
Condition_2_prime_4,0.7194,0.4664,0.6825,0.6357,0.7926,0.7177,0.6433,0.5718,0.6743,0.7194,0.7177,0.864,0.7849,0.7428,0.6812,0.9742,0.8492,0.864,0.7879,0.8631,0.7716,0.8492,0.2217,0.2218,0.2217,0.1775,0.2217,0.2217,0.2217,0.2217,0.2217,0.1618,0.2217,0.2896,0.2896,0.2896,0.2454,0.2895,0.2785,0.2896,0.2896,0.2896,0.2785,0.2896,0.6112,0.5106,0.4428,0.559,0.6053,0.5593,0.6112,0.5893,0.4714,0.5537,0.6126,0.6526,0.5629,0.5384,0.4665,0.7468,0.6282,0.6516,0.5542,0.6154,0.6596,0.5906,0.6264,0.5584,0.6072,0.4487,0.7366,0.602,0.6264,0.5498,0.5822,0.6264,0.6264,0.6919,0.591,0.663,0.5575,0.6919,0.644,0.5448,0.5872,0.6711,0.7074,0.6225,0.3495,0.2054,0.2292,0.3014,0.3495,0.2823,0.3384,0.3495,0.3495,0.2704,0.2815,0.3195,0.2515,0.1992,0.3195,0.282,0.3195,0.3195,0.3195,0.2753,0.2515,0.2515
Condition_2_prime_5,0.7468,0.4839,0.7123,0.6601,0.7098,0.7444,0.6732,0.5866,0.7036,0.7468,0.7444,0.8818,0.7702,0.7606,0.6748,0.8492,0.9742,0.8759,0.8056,0.8804,0.781,0.8759,0.2255,0.2255,0.2255,0.1813,0.2255,0.2255,0.2255,0.2255,0.2255,0.1656,0.2254,0.2961,0.2961,0.2961,0.2519,0.2959,0.2813,0.2961,0.2961,0.2961,0.2813,0.2961,0.629,0.519,0.4606,0.5768,0.6231,0.5772,0.629,0.6072,0.4808,0.5715,0.6304,0.6721,0.5807,0.5683,0.4749,0.6545,0.6478,0.6694,0.5838,0.6453,0.6806,0.6084,0.6549,0.5869,0.6357,0.4673,0.6549,0.6305,0.6548,0.5779,0.6107,0.6549,0.6548,0.7097,0.5994,0.6808,0.5754,0.7097,0.6619,0.5532,0.6051,0.689,0.7252,0.6403,0.3559,0.2118,0.2356,0.3042,0.3558,0.2864,0.3411,0.3559,0.3559,0.2732,0.2879,0.3261,0.2581,0.2058,0.3261,0.2883,0.3261,0.3261,0.3261,0.2819,0.2581,0.2581
Condition_2_prime_6,0.8193,0.5377,0.7752,0.7252,0.7751,0.8176,0.7351,0.6502,0.7665,0.8193,0.8176,0.9683,0.8226,0.8317,0.7591,0.864,0.8759,0.9742,0.8841,0.9674,0.8675,0.9492,0.2559,0.256,0.2559,0.2041,0.2559,0.2559,0.2559,0.2559,0.2559,0.1879,0.2559,0.3393,0.3393,0.3393,0.2874,0.3392,0.3246,0.3393,0.3393,0.3393,0.3246,0.3393,0.683,0.573,0.497,0.5768,0.6231,0.5987,0.683,0.6534,0.5266,0.6173,0.6844,0.7244,0.6102,0.6148,0.5207,0.6544,0.6461,0.7262,0.6306,0.6995,0.7425,0.6654,0.7115,0.6354,0.6871,0.5163,0.7115,0.6812,0.7174,0.6268,0.6596,0.7115,0.7115,0.7341,0.6239,0.7191,0.5916,0.7097,0.6619,0.6183,0.6629,0.7545,0.7497,0.6995,0.4072,0.2468,0.2711,0.3483,0.4072,0.3245,0.3924,0.4072,0.4072,0.3163,0.3311,0.3705,0.2944,0.2344,0.3705,0.3258,0.3705,0.3705,0.3705,0.3187,0.2944,0.2944
Condition_2_prime_7,0.8066,0.5999,0.7572,0.7496,0.7224,0.7414,0.8091,0.6242,0.7478,0.8066,0.8043,0.8899,0.7464,0.8217,0.7835,0.7879,0.8056,0.8841,0.9742,0.8885,0.8652,0.8759,0.1995,0.1996,0.1995,0.1397,0.1995,0.1995,0.1995,0.1995,0.1995,0.1234,0.1995,0.3006,0.3006,0.3006,0.2489,0.3004,0.2814,0.3006,0.3006,0.3006,0.2814,0.3006,0.5987,0.4887,0.5285,0.5089,0.547,0.5226,0.5987,0.5841,0.4734,0.564,0.6001,0.6419,0.5341,0.5778,0.537,0.5783,0.5717,0.6391,0.5851,0.6732,0.6614,0.6121,0.6845,0.6003,0.6542,0.5731,0.6764,0.6394,0.6845,0.6837,0.6247,0.6845,0.6845,0.6499,0.5396,0.6349,0.5074,0.6336,0.5857,0.5732,0.594,0.6852,0.6654,0.6152,0.3765,0.2922,0.3167,0.3055,0.3765,0.2766,0.3573,0.3765,0.3765,0.2731,0.2922,0.3328,0.2486,0.273,0.3328,0.2801,0.3328,0.3328,0.3328,0.273,0.2486,0.2486
Condition_2_prime_8,0.8191,0.5405,0.7769,0.7251,0.7749,0.8171,0.7369,0.6532,0.7699,0.8191,0.8171,0.9728,0.822,0.8373,0.759,0.8631,0.8804,0.9674,0.8885,0.9742,0.8731,0.9483,0.2561,0.2562,0.2561,0.2042,0.2561,0.2561,0.2561,0.2561,0.2561,0.1881,0.2561,0.3407,0.3406,0.3407,0.2888,0.3403,0.3259,0.3407,0.3407,0.3407,0.3259,0.3407,0.683,0.573,0.4969,0.5768,0.6231,0.5987,0.683,0.6534,0.5266,0.6172,0.6844,0.7248,0.6097,0.6175,0.5207,0.6536,0.6464,0.7225,0.6327,0.7024,0.7452,0.6645,0.713,0.6358,0.6886,0.5185,0.7129,0.6827,0.7129,0.6274,0.6611,0.713,0.7119,0.734,0.6238,0.7191,0.5915,0.7095,0.6618,0.6179,0.6627,0.7545,0.7495,0.6993,0.4083,0.248,0.2722,0.3494,0.4083,0.3257,0.3936,0.4083,0.4083,0.3175,0.3322,0.3722,0.2961,0.2361,0.3722,0.3268,0.3722,0.3722,0.3722,0.3204,0.2961,0.2961
Condition_2_prime_9,0.8066,0.512,0.7582,0.6488,0.7058,0.7249,0.7177,0.7285,0.7497,0.8066,0.8043,0.8734,0.7302,0.8215,0.6827,0.7716,0.781,0.8675,0.8652,0.8731,0.9742,0.8594,0.2921,0.2922,0.2921,0.2323,0.2921,0.2921,0.2921,0.2921,0.2921,0.2159,0.292,0.3939,0.3939,0.3939,0.334,0.3936,0.3747,0.3939,0.3939,0.3939,0.3747,0.3939,0.5822,0.4722,0.4277,0.476,0.5223,0.4979,0.5822,0.5675,0.5742,0.5475,0.5836,0.6253,0.5094,0.5737,0.4362,0.5536,0.547,0.6226,0.5709,0.6778,0.6474,0.5956,0.6873,0.5847,0.657,0.4828,0.6626,0.6256,0.6873,0.5936,0.6274,0.6873,0.6855,0.6333,0.5231,0.6183,0.4908,0.6089,0.5611,0.5732,0.5856,0.6686,0.6488,0.5987,0.4697,0.293,0.3174,0.3986,0.4695,0.3697,0.4505,0.4697,0.4697,0.3662,0.3854,0.4263,0.342,0.274,0.4263,0.3732,0.4263,0.4263,0.4263,0.3664,0.342,0.342
Condition_2_prime_10,0.8303,0.5451,0.7862,0.7252,0.7861,0.8257,0.7461,0.6538,0.7775,0.8303,0.8286,0.9492,0.8078,0.8236,0.7399,0.8492,0.8759,0.9492,0.8759,0.9483,0.8594,0.9742,0.2604,0.2604,0.2604,0.2085,0.2685,0.2604,0.2604,0.2604,0.2604,0.1924,0.2603,0.3467,0.3467,0.3467,0.2948,0.3466,0.3275,0.3467,0.3467,0.3467,0.3275,0.3467,0.683,0.573,0.497,0.5768,0.6231,0.5987,0.683,0.6534,0.5266,0.6173,0.6844,0.7244,0.6102,0.6148,0.5207,0.6545,0.6461,0.7234,0.6306,0.7106,0.7425,0.6654,0.7225,0.6464,0.6982,0.5273,0.7225,0.6922,0.7225,0.6378,0.6707,0.7225,0.7225,0.7341,0.6239,0.7191,0.5916,0.7097,0.6619,0.6183,0.6629,0.7545,0.7497,0.6995,0.4146,0.2542,0.2784,0.3512,0.4145,0.3289,0.3954,0.4146,0.4146,0.3193,0.3384,0.3779,0.3018,0.2418,0.3779,0.3332,0.3779,0.3779,0.3779,0.326,0.3018,0.3018
Condition_3,0.3312,0.3204,0.3571,0.2017,0.307,0.285,0.2653,0.38,0.2978,0.3312,0.3254,0.256,0.2412,0.305,0.1762,0.2217,0.2255,0.2559,0.1995,0.2561,0.2921,0.2604,0.9742,0.6976,0.9619,0.6748,0.8423,0.8234,0.8885,0.8333,0.9043,0.7849,0.761,0.6059,0.4878,0.5933,0.4103,0.5199,0.496,0.5917,0.5704,0.6045,0.5526,0.5933,0.1753,0.1755,0.1351,0.1073,0.1528,0.1672,0.1753,0.1352,0.2172,0.1913,0.1764,0.1814,0.1691,0.2191,0.0948,0.1566,0.1589,0.1813,0.2111,0.1641,0.1844,0.1995,0.2605,0.2116,0.2869,0.1379,0.222,0.2377,0.2537,0.1769,0.2108,0.2546,0.222,0.2264,0.2264,0.1921,0.2114,0.2183,0.1947,0.2878,0.2704,0.2117,0.2296,0.2522,0.4325,0.324,0.2691,0.2754,0.3627,0.4287,0.3765,0.4087,0.4325,0.4015,0.4577,0.4959,0.4364,0.3573,0.3421,0.4805,0.4278,0.4725,0.4378,0.4536,0.5235,0.4488
