,Condition_1,Condition_1_prime_1,Condition_1_prime_2,Condition_1_prime_3,Condition_1_prime_4,Condition_1_prime_5,Condition_1_prime_6,Condition_1_prime_7,Condition_1_prime_8,Condition_1_prime_9,Condition_1_prime_10,Condition_2,Condition_2_prime_1,Condition_2_prime_2,Condition_2_prime_3,Condition_2_prime_4,Condition_2_prime_5,Condition_2_prime_6,Condition_2_prime_7,Condition_2_prime_8,Condition_2_prime_9,Condition_2_prime_10,Condition_3,Condition_3_prime_1,Condition_3_prime_2,Condition_3_prime_3,Condition_3_prime_4,Condition_3_prime_5,Condition_3_prime_6,Condition_3_prime_7,Condition_3_prime_8,Condition_3_prime_9,Condition_3_prime_10,Condition_4,Condition_4_prime_1,Condition_4_prime_2,Condition_4_prime_3,Condition_4_prime_4,Condition_4_prime_5,Condition_4_prime_6,Condition_4_prime_7,Condition_4_prime_8,Condition_4_prime_9,Condition_4_prime_10,Condition_5,Condition_5_prime_1,Condition_5_prime_2,Condition_5_prime_3,Condition_5_prime_4,Condition_5_prime_5,Condition_5_prime_6,Condition_5_prime_7,Condition_5_prime_8,Condition_5_prime_9,Condition_5_prime_10,Condition_6,Condition_6_prime_1,Condition_6_prime_2,Condition_6_prime_3,Condition_6_prime_4,Condition_6_prime_5,Condition_6_prime_6,Condition_6_prime_7,Condition_6_prime_8,Condition_6_prime_9,Condition_6_prime_10,Condition_7,Condition_7_prime_1,Condition_7_prime_2,Condition_7_prime_3,Condition_7_prime_4,Condition_7_prime_5,Condition_7_prime_6,Condition_7_prime_7,Condition_7_prime_8,Condition_7_prime_9,Condition_7_prime_10,Condition_8,Condition_8_prime_1,Condition_8_prime_2,Condition_8_prime_3,Condition_8_prime_4,Condition_8_prime_5,Condition_8_prime_6,Condition_8_prime_7,Condition_8_prime_8,Condition_8_prime_9,Condition_8_prime_10,Condition_9,Condition_9_prime_1,Condition_9_prime_2,Condition_9_prime_3,Condition_9_prime_4,Condition_9_prime_5,Condition_9_prime_6,Condition_9_prime_7,Condition_9_prime_8,Condition_9_prime_9,Condition_9_prime_10,Condition_10,Condition_10_prime_1,Condition_10_prime_2,Condition_10_prime_3,Condition_10_prime_4,Condition_10_prime_5,Condition_10_prime_6,Condition_10_prime_7,Condition_10_prime_8,Condition_10_prime_9,Condition_10_prime_10
Condition_1,1.0,0.7226,0.9415,0.8222,0.9174,0.9197,0.8915,0.7908,0.9383,1.0,0.9801,0.8541,0.7225,0.7805,0.681,0.7876,0.8086,0.8541,0.8229,0.8541,0.8229,0.8688,0.2699,0.2699,0.2699,0.235,0.2699,0.284,0.2699,0.284,0.2699,0.1782,0.2699,0.4025,0.4234,0.4234,0.354,0.4025,0.414,0.4234,0.4344,0.4234,0.4116,0.4025,0.6655,0.5829,0.5316,0.5704,0.6258,0.5925,0.6655,0.6568,0.5725,0.6305,0.6746,0.7509,0.622,0.6848,0.571,0.6888,0.6823,0.7418,0.6848,0.7805,0.7731,0.7111,0.8685,0.7809,0.8258,0.6865,0.8507,0.7931,0.8685,0.7813,0.7902,0.8685,0.859,0.7551,0.6725,0.7373,0.6022,0.7414,0.7,0.7049,0.6931,0.7808,0.782,0.7064,0.4956,0.2728,0.3105,0.4409,0.4956,0.4207,0.4956,0.5141,0.4956,0.3899,0.4127,0.472,0.3749,0.3107,0.472,0.4192,0.4904,0.472,0.4801,0.4109,0.3749,0.3749
Condition_1_prime_1,0.7226,1.0,0.7177,0.6311,0.6444,0.6519,0.7691,0.6191,0.7177,0.7226,0.7027,0.5996,0.6391,0.5422,0.5863,0.5443,0.5627,0.5946,0.642,0.5996,0.5718,0.6045,0.2699,0.2699,0.2699,0.188,0.2699,0.284,0.2699,0.284,0.2699,0.1229,0.2699,0.4285,0.5713,0.4454,0.3543,0.4285,0.433,0.4454,0.4634,0.4454,0.4218,0.4285,0.4408,0.5271,0.3831,0.3543,0.4056,0.3737,0.4408,0.4262,0.4243,0.4742,0.4458,0.5002,0.5453,0.4437,0.4847,0.4501,0.4379,0.4952,0.5139,0.5467,0.5298,0.5333,0.681,0.6944,0.6265,0.6312,0.6144,0.575,0.6687,0.685,0.5904,0.6687,0.6208,0.5148,0.6011,0.4902,0.3658,0.5082,0.4725,0.6089,0.4432,0.5333,0.5345,0.5331,0.4171,0.5796,0.3235,0.3222,0.4171,0.2972,0.4032,0.4358,0.4171,0.4032,0.4358,0.3855,0.3855,0.3198,0.3855,0.3277,0.4248,0.3855,0.4052,0.3198,0.3651,0.3855
Condition_1_prime_2,0.9415,0.7177,1.0,0.7647,0.9137,0.8625,0.8852,0.8396,0.9369,0.9415,0.9216,0.8052,0.6696,0.8096,0.6286,0.7385,0.7644,0.8002,0.7758,0.8052,0.7808,0.815,0.2699,0.2699,0.2699,0.2597,0.2699,0.3087,0.2699,0.3087,0.2699,0.1782,0.2699,0.3887,0.3999,0.3999,0.3305,0.3887,0.3838,0.3999,0.4142,0.3999,0.3764,0.3887,0.6216,0.5352,0.5421,0.5312,0.5824,0.5459,0.6216,0.6073,0.5238,0.5782,0.6266,0.6959,0.5685,0.7013,0.5171,0.637,0.6298,0.6909,0.7013,0.7461,0.7304,0.6572,0.8627,0.732,0.8141,0.6561,0.8449,0.7753,0.8627,0.7755,0.7782,0.8565,0.8387,0.7103,0.624,0.6859,0.6104,0.6951,0.6591,0.6504,0.7009,0.7293,0.735,0.6617,0.4819,0.259,0.2967,0.468,0.4819,0.4438,0.468,0.4906,0.4819,0.3622,0.3893,0.4421,0.345,0.2848,0.4421,0.4542,0.4678,0.4421,0.4542,0.3849,0.3348,0.345
Condition_1_prime_3,0.8222,0.6311,0.7647,1.0,0.7547,0.8103,0.7997,0.6486,0.7647,0.8222,0.8185,0.7529,0.6393,0.632,0.8408,0.6956,0.7073,0.7529,0.7566,0.7529,0.6763,0.7529,0.0916,0.0916,0.0916,0.096,0.0916,0.1206,0.0916,0.1206,0.0916,0.0,0.0916,0.2313,0.2549,0.2549,0.1967,0.2313,0.2695,0.2549,0.2695,0.2549,0.2549,0.2313,0.592,0.5093,0.5231,0.5007,0.5561,0.5228,0.592,0.5748,0.4795,0.5443,0.601,0.6547,0.5478,0.5589,0.7354,0.61,0.5899,0.6547,0.5625,0.6381,0.6725,0.6068,0.6862,0.6095,0.6496,0.7796,0.6777,0.6322,0.6862,0.6862,0.6198,0.6862,0.6817,0.6816,0.599,0.6593,0.5286,0.6717,0.6303,0.6029,0.6117,0.6897,0.7039,0.6193,0.3244,0.2186,0.2696,0.2831,0.3244,0.2751,0.3244,0.3455,0.3244,0.2186,0.2442,0.3169,0.2896,0.2671,0.3169,0.2755,0.3339,0.3169,0.328,0.2671,0.2199,0.2199
Condition_1_prime_4,0.9174,0.6444,0.9137,0.7547,1.0,0.8641,0.8124,0.7656,0.8599,0.9174,0.8938,0.8002,0.6693,0.7589,0.6135,0.8248,0.7597,0.8002,0.7494,0.8002,0.7426,0.815,0.1821,0.1821,0.1821,0.191,0.1821,0.2157,0.1821,0.2157,0.1821,0.1202,0.1821,0.3105,0.3337,0.3337,0.2756,0.3105,0.3269,0.3337,0.3473,0.3337,0.3219,0.3105,0.6099,0.5272,0.5172,0.5191,0.5769,0.5369,0.6099,0.597,0.5,0.5624,0.6189,0.6953,0.5687,0.6667,0.5075,0.7225,0.6309,0.6862,0.6741,0.7031,0.7175,0.643,0.7791,0.7113,0.7365,0.602,0.8739,0.7182,0.7791,0.6969,0.7065,0.7791,0.7654,0.7038,0.6211,0.6817,0.5998,0.6924,0.6529,0.6261,0.6833,0.721,0.7306,0.6508,0.3912,0.1918,0.2306,0.3912,0.3912,0.3786,0.3912,0.4138,0.3912,0.2975,0.3227,0.3758,0.2876,0.234,0.3758,0.3879,0.4019,0.3758,0.3879,0.327,0.2876,0.2876
Condition_1_prime_5,0.9197,0.6519,0.8625,0.8103,0.8641,1.0,0.8192,0.7216,0.8623,0.9197,0.9163,0.8491,0.7225,0.7248,0.6691,0.7826,0.7996,0.8491,0.7761,0.8491,0.7694,0.8589,0.1821,0.1821,0.1821,0.191,0.1821,0.2157,0.1821,0.2157,0.1821,0.1202,0.1821,0.3244,0.3455,0.3455,0.2873,0.3244,0.3574,0.3455,0.3676,0.3455,0.3455,0.3244,0.6587,0.5795,0.5139,0.5599,0.6227,0.5882,0.6587,0.639,0.5445,0.6075,0.667,0.7418,0.6233,0.6471,0.5631,0.6888,0.674,0.7418,0.6545,0.7353,0.764,0.6943,0.7883,0.7165,0.7516,0.6112,0.785,0.7395,0.7883,0.706,0.7218,0.7883,0.7826,0.7526,0.6733,0.7323,0.597,0.7401,0.6983,0.6737,0.6732,0.7682,0.777,0.6959,0.405,0.2056,0.2445,0.3637,0.405,0.3552,0.405,0.4256,0.405,0.3114,0.3345,0.406,0.3177,0.2601,0.406,0.3616,0.4248,0.406,0.4141,0.3531,0.3177,0.3177
Condition_1_prime_6,0.8915,0.7691,0.8852,0.7997,0.8124,0.8192,1.0,0.7467,0.887,0.8915,0.8701,0.7828,0.6528,0.7294,0.681,0.7156,0.7434,0.7778,0.8274,0.7828,0.7548,0.7926,0.1821,0.1821,0.1821,0.1429,0.1821,0.2157,0.1821,0.2157,0.1821,0.0619,0.1821,0.3648,0.3796,0.3796,0.2993,0.3648,0.3664,0.3796,0.3968,0.3796,0.3561,0.3648,0.592,0.5093,0.5475,0.5007,0.5561,0.5228,0.592,0.5833,0.5118,0.557,0.601,0.6774,0.5523,0.6209,0.571,0.6191,0.6125,0.6683,0.6245,0.7291,0.7086,0.6376,0.8341,0.6998,0.7855,0.7075,0.7923,0.7287,0.8341,0.839,0.7379,0.8279,0.7998,0.6771,0.5944,0.6547,0.5286,0.6671,0.6303,0.6143,0.6069,0.6937,0.6994,0.6329,0.4698,0.3526,0.3887,0.3878,0.4698,0.3642,0.4559,0.4803,0.4698,0.3387,0.3694,0.4333,0.328,0.3692,0.4333,0.3773,0.4533,0.4333,0.4466,0.3692,0.328,0.328
Condition_1_prime_7,0.7908,0.6191,0.8396,0.6486,0.7656,0.7216,0.7467,1.0,0.7765,0.7908,0.7709,0.6719,0.5595,0.6666,0.5075,0.6185,0.6311,0.6669,0.6326,0.6719,0.7263,0.6718,0.3841,0.3841,0.3841,0.3247,0.3841,0.3975,0.3841,0.3975,0.3841,0.2639,0.3841,0.4368,0.4406,0.4406,0.3602,0.4368,0.4389,0.4406,0.4389,0.4406,0.4406,0.4368,0.5352,0.4489,0.4583,0.4449,0.4987,0.4595,0.5352,0.506,0.5227,0.4869,0.5352,0.5797,0.4748,0.5753,0.4158,0.5333,0.5135,0.5747,0.5653,0.6103,0.6043,0.5311,0.7538,0.594,0.7054,0.5279,0.6862,0.6434,0.7415,0.6593,0.6577,0.7415,0.7028,0.609,0.5227,0.5797,0.5241,0.5965,0.5628,0.5343,0.6096,0.6131,0.6287,0.5406,0.5418,0.2974,0.3336,0.5418,0.5418,0.4831,0.5418,0.5413,0.5418,0.4247,0.4303,0.4759,0.3706,0.2907,0.4759,0.4747,0.4778,0.4759,0.4747,0.3972,0.3503,0.3706
Condition_1_prime_8,0.9383,0.7177,0.9369,0.7647,0.8599,0.8623,0.887,0.7765,1.0,0.9383,0.917,0.8005,0.6651,0.7465,0.6235,0.7338,0.7599,0.7956,0.7658,0.8005,0.7703,0.8103,0.2386,0.2386,0.2386,0.2597,0.2386,0.2597,0.2386,0.2597,0.2386,0.147,0.2386,0.3887,0.3999,0.3999,0.3999,0.3887,0.3838,0.3999,0.4142,0.3999,0.3764,0.3887,0.608,0.5254,0.4742,0.5704,0.5726,0.535,0.608,0.6568,0.5192,0.5688,0.6171,0.6934,0.5645,0.6364,0.5135,0.6355,0.629,0.6843,0.6364,0.8093,0.7246,0.6494,0.8627,0.732,0.8141,0.6561,0.8392,0.7695,0.8627,0.7755,0.8442,0.8565,0.8387,0.7019,0.6192,0.7373,0.5532,0.6881,0.651,0.6433,0.6356,0.7808,0.7287,0.6489,0.4819,0.259,0.3648,0.4,0.4819,0.3744,0.468,0.4906,0.4819,0.3622,0.3893,0.4421,0.345,0.3541,0.4421,0.3849,0.4678,0.4421,0.4542,0.4542,0.3348,0.345
Condition_1_prime_9,1.0,0.7226,0.9415,0.8222,0.9174,0.9197,0.8915,0.7908,0.9383,1.0,0.9801,0.8541,0.7225,0.7805,0.681,0.7876,0.8086,0.8541,0.8229,0.8541,0.8229,0.8688,0.2699,0.2699,0.2699,0.235,0.2699,0.284,0.2699,0.284,0.2699,0.1782,0.2699,0.4025,0.4234,0.4234,0.354,0.4025,0.414,0.4234,0.4344,0.4234,0.4116,0.4025,0.6655,0.5829,0.5316,0.5704,0.6258,0.5925,0.6655,0.6568,0.5725,0.6305,0.6746,0.7509,0.622,0.6848,0.571,0.6888,0.6823,0.7418,0.6848,0.7805,0.7731,0.7111,0.8685,0.7809,0.8258,0.6865,0.8507,0.7931,0.8685,0.7813,0.7902,0.8685,0.859,0.7551,0.6725,0.7373,0.6022,0.7414,0.7,0.7049,0.6931,0.7808,0.782,0.7064,0.4956,0.2728,0.3105,0.4409,0.4956,0.4207,0.4956,0.5141,0.4956,0.3899,0.4127,0.472,0.3749,0.3107,0.472,0.4192,0.4904,0.472,0.4801,0.4109,0.3749,0.3749
Condition_1_prime_10,0.9801,0.7027,0.9216,0.8185,0.8938,0.9163,0.8701,0.7709,0.917,0.9801,1.0,0.8491,0.7234,0.7755,0.6825,0.7826,0.8035,0.8491,0.8243,0.8491,0.8243,0.8638,0.2699,0.2699,0.2699,0.235,0.2699,0.284,0.2699,0.284,0.2699,0.1782,0.2699,0.4025,0.4234,0.4234,0.354,0.4025,0.414,0.4234,0.4344,0.4234,0.4116,0.4025,0.6754,0.5891,0.5374,0.5803,0.6316,0.5997,0.6754,0.6658,0.5776,0.6367,0.6804,0.7447,0.6223,0.6817,0.571,0.6861,0.6739,0.7447,0.6817,0.7755,0.7693,0.7158,0.8562,0.7643,0.8135,0.6742,0.8384,0.7869,0.8562,0.769,0.784,0.8562,0.859,0.7594,0.6731,0.7397,0.6104,0.7442,0.7035,0.709,0.7009,0.7878,0.7841,0.7206,0.4956,0.2728,0.3105,0.4409,0.4956,0.4207,0.4956,0.5141,0.4956,0.3899,0.4127,0.472,0.3749,0.3107,0.472,0.4192,0.4904,0.472,0.4801,0.4109,0.3749,0.3749
Condition_2,0.8541,0.5996,0.8052,0.7529,0.8002,0.8491,0.7828,0.6719,0.8005,0.8541,0.8491,1.0,0.8445,0.866,0.7927,0.9137,0.9198,0.985,0.9238,1.0,0.9163,0.9504,0.1821,0.1821,0.1821,0.191,0.1821,0.2157,0.1821,0.2157,0.1821,0.1202,0.1821,0.3244,0.3455,0.3455,0.2873,0.3244,0.3574,0.3455,0.3574,0.3455,0.3455,0.3244,0.6728,0.5864,0.5167,0.5777,0.6316,0.5971,0.6728,0.6538,0.5516,0.6156,0.6778,0.7471,0.6223,0.6574,0.5596,0.6861,0.6762,0.7421,0.6655,0.7329,0.7766,0.6946,0.7482,0.667,0.7116,0.5711,0.7482,0.7056,0.7482,0.6659,0.6879,0.7482,0.7515,0.7568,0.6704,0.7321,0.6078,0.7442,0.7008,0.666,0.6803,0.7658,0.7764,0.713,0.405,0.2056,0.2445,0.3637,0.405,0.3552,0.405,0.4256,0.405,0.3114,0.3345,0.3958,0.3075,0.2513,0.3958,0.3528,0.4093,0.3958,0.4052,0.3443,0.3075,0.3075
Condition_2_prime_1,0.7225,0.6391,0.6696,0.6393,0.6693,0.7225,0.6528,0.5595,0.6651,0.7225,0.7234,0.8445,1.0,0.7144,0.6957,0.8212,0.7932,0.8445,0.776,0.8445,0.7686,0.8147,0.1535,0.1535,0.1535,0.1688,0.1535,0.1935,0.1535,0.1935,0.1535,0.0916,0.1535,0.2984,0.473,0.3235,0.2653,0.2984,0.3385,0.3235,0.3385,0.3235,0.3235,0.2984,0.5805,0.5829,0.4333,0.5238,0.5545,0.5188,0.5805,0.5633,0.5392,0.5984,0.5895,0.6568,0.7663,0.53,0.4843,0.6175,0.5995,0.6568,0.6036,0.5972,0.6568,0.6568,0.6046,0.7635,0.5739,0.436,0.6046,0.5679,0.6046,0.5275,0.5443,0.6046,0.6037,0.6655,0.6679,0.6432,0.5207,0.6655,0.6263,0.6332,0.5777,0.6605,0.6879,0.6777,0.2854,0.3266,0.137,0.2441,0.2854,0.2539,0.2854,0.3125,0.2854,0.2854,0.3125,0.2887,0.2887,0.1483,0.2887,0.2421,0.2969,0.2887,0.2946,0.2337,0.2887,0.2887
Condition_2_prime_2,0.7805,0.5422,0.8096,0.632,0.7589,0.7248,0.7294,0.6666,0.7465,0.7805,0.7755,0.866,0.7144,1.0,0.6718,0.7883,0.7945,0.851,0.8414,0.866,0.8578,0.8311,0.2699,0.2699,0.2699,0.2597,0.2699,0.3087,0.2699,0.3087,0.2699,0.1782,0.2699,0.3749,0.3882,0.3882,0.3188,0.3749,0.3736,0.3882,0.394,0.3882,0.3764,0.3749,0.5387,0.4524,0.5395,0.4524,0.5062,0.467,0.5387,0.5245,0.4401,0.4954,0.5437,0.6131,0.4922,0.7136,0.4343,0.5607,0.5509,0.6081,0.6185,0.6797,0.6476,0.5744,0.6883,0.5878,0.6397,0.5002,0.6781,0.6237,0.6883,0.6011,0.6223,0.6883,0.6979,0.6275,0.5411,0.5981,0.6078,0.6189,0.5803,0.5541,0.6932,0.6365,0.6471,0.5789,0.468,0.2451,0.2828,0.468,0.468,0.432,0.468,0.4788,0.468,0.3622,0.3775,0.4218,0.3247,0.2583,0.4218,0.4278,0.429,0.4218,0.4278,0.3585,0.3247,0.3247
Condition_2_prime_3,0.681,0.5863,0.6286,0.8408,0.6135,0.6691,0.681,0.5075,0.6235,0.681,0.6825,0.7927,0.6957,0.6718,1.0,0.743,0.721,0.7927,0.8062,0.7927,0.7259,0.7581,0.0916,0.0916,0.0916,0.096,0.0916,0.1206,0.0916,0.1206,0.0916,0.0,0.0916,0.2313,0.2549,0.2549,0.1967,0.2313,0.2695,0.2549,0.2695,0.2549,0.2549,0.2313,0.5093,0.5093,0.4405,0.4181,0.4735,0.4401,0.5093,0.4922,0.3969,0.4617,0.5184,0.5857,0.4696,0.4809,0.749,0.5364,0.5208,0.5857,0.4845,0.5519,0.6034,0.5378,0.5607,0.4805,0.524,0.7428,0.5522,0.5128,0.5607,0.5607,0.5004,0.5607,0.5613,0.5944,0.5944,0.5721,0.446,0.5845,0.5476,0.5984,0.52,0.6071,0.6167,0.5502,0.3244,0.2186,0.2696,0.2831,0.3244,0.2751,0.3244,0.3455,0.3244,0.2186,0.2442,0.3169,0.2896,0.2582,0.3169,0.2666,0.3261,0.3169,0.3191,0.2582,0.2199,0.2199
Condition_2_prime_4,0.7876,0.5443,0.7385,0.6956,0.8248,0.7826,0.7156,0.6185,0.7338,0.7876,0.7826,0.9137,0.8212,0.7883,0.743,1.0,0.8839,0.9137,0.8416,0.9137,0.8335,0.8839,0.1229,0.1229,0.1229,0.145,0.1229,0.145,0.1229,0.145,0.1229,0.0916,0.1229,0.2445,0.2779,0.2779,0.2311,0.2445,0.2994,0.2779,0.2994,0.2779,0.2779,0.2445,0.6353,0.5516,0.4873,0.5716,0.6254,0.5768,0.6353,0.621,0.522,0.5825,0.6403,0.7096,0.5974,0.5991,0.529,0.7663,0.6701,0.7046,0.6077,0.6706,0.7245,0.6518,0.6772,0.6083,0.6466,0.5086,0.772,0.6405,0.6772,0.6002,0.6227,0.6772,0.6716,0.7381,0.6544,0.7039,0.593,0.7381,0.6947,0.6213,0.6373,0.7188,0.7578,0.6705,0.3123,0.1376,0.1773,0.2846,0.3123,0.3,0.3123,0.3471,0.3123,0.2313,0.2667,0.3385,0.2594,0.2088,0.3385,0.3028,0.358,0.3385,0.3467,0.2942,0.2594,0.2594
Condition_2_prime_5,0.8086,0.5627,0.7644,0.7073,0.7597,0.7996,0.7434,0.6311,0.7599,0.8086,0.8035,0.9198,0.7932,0.7945,0.721,0.8839,1.0,0.9049,0.8532,0.9198,0.8427,0.9049,0.1229,0.1229,0.1229,0.145,0.1229,0.145,0.1229,0.145,0.1229,0.0916,0.1229,0.2445,0.2779,0.2779,0.2311,0.2445,0.2994,0.2779,0.2994,0.2779,0.2779,0.2445,0.6348,0.5521,0.4918,0.568,0.6258,0.5773,0.6348,0.6218,0.5246,0.587,0.6438,0.7201,0.605,0.629,0.5362,0.6888,0.6799,0.7111,0.6368,0.6965,0.7381,0.6588,0.7032,0.6316,0.6726,0.5314,0.7032,0.6665,0.7032,0.6262,0.6487,0.7032,0.7008,0.7368,0.6542,0.7059,0.592,0.7368,0.6976,0.6243,0.6366,0.7239,0.7592,0.6711,0.3123,0.1376,0.1773,0.2846,0.3123,0.3,0.3123,0.3471,0.3123,0.2313,0.2667,0.3385,0.2594,0.2177,0.3385,0.3117,0.3658,0.3385,0.3556,0.3031,0.2594,0.2594
Condition_2_prime_6,0.8541,0.5946,0.8002,0.7529,0.8002,0.8491,0.7778,0.6669,0.7956,0.8541,0.8491,0.985,0.8445,0.851,0.7927,0.9137,0.9049,1.0,0.9088,0.985,0.9013,0.9504,0.1821,0.1821,0.1821,0.191,0.1821,0.2157,0.1821,0.2157,0.1821,0.1202,0.1821,0.3244,0.3455,0.3455,0.2873,0.3244,0.3574,0.3455,0.3574,0.3455,0.3455,0.3244,0.6728,0.5864,0.5167,0.5777,0.6316,0.5971,0.6728,0.6538,0.5516,0.6156,0.6778,0.7471,0.6223,0.6524,0.5596,0.6861,0.6762,0.7471,0.6606,0.7279,0.7716,0.6946,0.7482,0.667,0.7116,0.5711,0.7482,0.7056,0.7544,0.6659,0.6879,0.7482,0.7515,0.7568,0.6704,0.7321,0.6078,0.7442,0.7008,0.666,0.6803,0.7658,0.7764,0.713,0.405,0.2056,0.2445,0.3637,0.405,0.3552,0.405,0.4256,0.405,0.3114,0.3345,0.3958,0.3075,0.2513,0.3958,0.3528,0.4093,0.3958,0.4052,0.3443,0.3075,0.3075
Condition_2_prime_7,0.8229,0.642,0.7758,0.7566,0.7494,0.7761,0.8274,0.6326,0.7658,0.8229,0.8243,0.9238,0.776,0.8414,0.8062,0.8416,0.8532,0.9088,1.0,0.9238,0.8972,0.8889,0.1229,0.1229,0.1229,0.096,0.1229,0.145,0.1229,0.145,0.1229,0.0312,0.1229,0.2854,0.3007,0.3007,0.2313,0.2854,0.3087,0.3007,0.3189,0.3007,0.3007,0.2854,0.5896,0.507,0.5292,0.5209,0.5561,0.5204,0.5896,0.5809,0.4922,0.5546,0.5987,0.675,0.5523,0.6098,0.5686,0.6191,0.6102,0.6659,0.6134,0.6991,0.7017,0.6352,0.7185,0.6302,0.6759,0.6237,0.7133,0.6647,0.7185,0.7185,0.6525,0.7185,0.725,0.6747,0.592,0.6524,0.5263,0.6671,0.6279,0.6087,0.6045,0.6959,0.697,0.6305,0.3785,0.2728,0.3105,0.3238,0.3785,0.2979,0.3785,0.3913,0.3785,0.2728,0.29,0.3565,0.2595,0.293,0.3565,0.3014,0.3717,0.3565,0.3623,0.293,0.2595,0.2595
Condition_2_prime_8,0.8541,0.5996,0.8052,0.7529,0.8002,0.8491,0.7828,0.6719,0.8005,0.8541,0.8491,1.0,0.8445,0.866,0.7927,0.9137,0.9198,0.985,0.9238,1.0,0.9163,0.9504,0.1821,0.1821,0.1821,0.191,0.1821,0.2157,0.1821,0.2157,0.1821,0.1202,0.1821,0.3244,0.3455,0.3455,0.2873,0.3244,0.3574,0.3455,0.3574,0.3455,0.3455,0.3244,0.6728,0.5864,0.5167,0.5777,0.6316,0.5971,0.6728,0.6538,0.5516,0.6156,0.6778,0.7471,0.6223,0.6574,0.5596,0.6861,0.6762,0.7421,0.6655,0.7329,0.7766,0.6946,0.7482,0.667,0.7116,0.5711,0.7482,0.7056,0.7482,0.6659,0.6879,0.7482,0.7515,0.7568,0.6704,0.7321,0.6078,0.7442,0.7008,0.666,0.6803,0.7658,0.7764,0.713,0.405,0.2056,0.2445,0.3637,0.405,0.3552,0.405,0.4256,0.405,0.3114,0.3345,0.3958,0.3075,0.2513,0.3958,0.3528,0.4093,0.3958,0.4052,0.3443,0.3075,0.3075
Condition_2_prime_9,0.8229,0.5718,0.7808,0.6763,0.7426,0.7694,0.7548,0.7263,0.7703,0.8229,0.8243,0.9163,0.7686,0.8578,0.7259,0.8335,0.8427,0.9013,0.8972,0.9163,1.0,0.8814,0.2699,0.2699,0.2699,0.235,0.2699,0.284,0.2699,0.284,0.2699,0.1782,0.2699,0.4025,0.4116,0.4116,0.3422,0.4025,0.414,0.4116,0.4242,0.4116,0.4116,0.4025,0.5829,0.5002,0.449,0.4878,0.5456,0.5099,0.5829,0.5742,0.5725,0.5479,0.5919,0.6682,0.5417,0.6202,0.4884,0.6085,0.5996,0.6592,0.6157,0.7091,0.704,0.6285,0.7185,0.6219,0.6759,0.5365,0.704,0.6555,0.7185,0.6314,0.6525,0.7185,0.725,0.6679,0.5853,0.6456,0.5195,0.6566,0.6173,0.6087,0.6014,0.6892,0.6903,0.6238,0.4956,0.2728,0.3105,0.4409,0.4956,0.4088,0.4956,0.5022,0.4956,0.3899,0.4009,0.4618,0.3648,0.293,0.4618,0.4015,0.4672,0.4618,0.4625,0.3932,0.3648,0.3648
Condition_2_prime_10,0.8688,0.6045,0.815,0.7529,0.815,0.8589,0.7926,0.6718,0.8103,0.8688,0.8638,0.9504,0.8147,0.8311,0.7581,0.8839,0.9049,0.9504,0.8889,0.9504,0.8814,1.0,0.1821,0.1821,0.1821,0.191,0.1821,0.2157,0.1821,0.2157,0.1821,0.1202,0.1821,0.3244,0.3455,0.3455,0.2873,0.3244,0.3574,0.3455,0.3676,0.3455,0.3455,0.3244,0.6728,0.5864,0.5167,0.5777,0.6316,0.5971,0.6728,0.6538,0.5516,0.6156,0.6778,0.7471,0.6223,0.6524,0.5596,0.6861,0.6762,0.7421,0.6606,0.7426,0.7716,0.6946,0.7665,0.6834,0.7299,0.5894,0.7665,0.7239,0.7665,0.6842,0.7062,0.7665,0.772,0.7568,0.6704,0.7321,0.6078,0.7442,0.7008,0.666,0.6803,0.7658,0.7764,0.713,0.405,0.2056,0.2445,0.3637,0.405,0.3552,0.405,0.4256,0.405,0.3114,0.3345,0.406,0.3177,0.2601,0.406,0.3616,0.4248,0.406,0.4141,0.3531,0.3177,0.3177
Condition_3,0.2699,0.2699,0.2699,0.0916,0.1821,0.1821,0.1821,0.3841,0.2386,0.2699,0.2699,0.1821,0.1535,0.2699,0.0916,0.1229,0.1229,0.1821,0.1229,0.1821,0.2699,0.1821,1.0,0.6579,1.0,0.5727,0.8114,0.8114,0.9688,0.9084,0.9381,0.8114,0.8486,0.7614,0.598,0.7614,0.4511,0.6293,0.6293,0.7614,0.7301,0.7614,0.7301,0.7614,0.1202,0.1202,0.0931,0.0916,0.0916,0.0916,0.1202,0.1202,0.2088,0.1514,0.1202,0.1202,0.0916,0.1782,0.0,0.0916,0.0916,0.1202,0.1514,0.147,0.1202,0.1514,0.2088,0.1821,0.2088,0.0619,0.1514,0.1514,0.2088,0.0916,0.147,0.2088,0.2088,0.1514,0.1514,0.1514,0.1514,0.1229,0.0916,0.2699,0.2088,0.1821,0.1514,0.1821,0.4585,0.3222,0.3005,0.3421,0.3707,0.4936,0.4585,0.4585,0.4585,0.5415,0.5727,0.4287,0.3669,0.2431,0.2803,0.402,0.3401,0.4287,0.3975,0.3421,0.4823,0.4526
