,Condition_1,Condition_1_prime_1,Condition_1_prime_2,Condition_1_prime_3,Condition_1_prime_4,Condition_1_prime_5,Condition_1_prime_6,Condition_1_prime_7,Condition_1_prime_8,Condition_1_prime_9,Condition_1_prime_10,Condition_2,Condition_2_prime_1,Condition_2_prime_2,Condition_2_prime_3,Condition_2_prime_4,Condition_2_prime_5,Condition_2_prime_6,Condition_2_prime_7,Condition_2_prime_8,Condition_2_prime_9,Condition_2_prime_10,Condition_3,Condition_3_prime_1,Condition_3_prime_2,Condition_3_prime_3,Condition_3_prime_4,Condition_3_prime_5,Condition_3_prime_6,Condition_3_prime_7,Condition_3_prime_8,Condition_3_prime_9,Condition_3_prime_10,Condition_4,Condition_4_prime_1,Condition_4_prime_2,Condition_4_prime_3,Condition_4_prime_4,Condition_4_prime_5,Condition_4_prime_6,Condition_4_prime_7,Condition_4_prime_8,Condition_4_prime_9,Condition_4_prime_10,Condition_5,Condition_5_prime_1,Condition_5_prime_2,Condition_5_prime_3,Condition_5_prime_4,Condition_5_prime_5,Condition_5_prime_6,Condition_5_prime_7,Condition_5_prime_8,Condition_5_prime_9,Condition_5_prime_10,Condition_6,Condition_6_prime_1,Condition_6_prime_2,Condition_6_prime_3,Condition_6_prime_4,Condition_6_prime_5,Condition_6_prime_6,Condition_6_prime_7,Condition_6_prime_8,Condition_6_prime_9,Condition_6_prime_10,Condition_7,Condition_7_prime_1,Condition_7_prime_2,Condition_7_prime_3,Condition_7_prime_4,Condition_7_prime_5,Condition_7_prime_6,Condition_7_prime_7,Condition_7_prime_8,Condition_7_prime_9,Condition_7_prime_10,Condition_8,Condition_8_prime_1,Condition_8_prime_2,Condition_8_prime_3,Condition_8_prime_4,Condition_8_prime_5,Condition_8_prime_6,Condition_8_prime_7,Condition_8_prime_8,Condition_8_prime_9,Condition_8_prime_10,Condition_9,Condition_9_prime_1,Condition_9_prime_2,Condition_9_prime_3,Condition_9_prime_4,Condition_9_prime_5,Condition_9_prime_6,Condition_9_prime_7,Condition_9_prime_8,Condition_9_prime_9,Condition_9_prime_10,Condition_10,Condition_10_prime_1,Condition_10_prime_2,Condition_10_prime_3,Condition_10_prime_4,Condition_10_prime_5,Condition_10_prime_6,Condition_10_prime_7,Condition_10_prime_8,Condition_10_prime_9,Condition_10_prime_10
Condition_3_prime_1,0.2699,0.2699,0.2699,0.0916,0.1821,0.1821,0.1821,0.3841,0.2386,0.2699,0.2699,0.1821,0.1535,0.2699,0.0916,0.1229,0.1229,0.1821,0.1229,0.1821,0.2699,0.1821,0.6579,1.0,0.6579,0.5109,0.6579,0.6579,0.6579,0.6579,0.6579,0.4871,0.6579,0.6579,0.6599,0.6579,0.5129,0.6293,0.598,0.6579,0.6579,0.6579,0.6266,0.6579,0.1202,0.1202,0.0931,0.0916,0.0916,0.0916,0.1202,0.1202,0.2088,0.1514,0.1202,0.1202,0.0916,0.1782,0.0,0.0916,0.0916,0.1202,0.1514,0.147,0.1202,0.1514,0.2088,0.1821,0.2088,0.0619,0.1514,0.1514,0.2088,0.0916,0.147,0.2088,0.2088,0.1514,0.1514,0.1514,0.1514,0.1229,0.0916,0.2699,0.2088,0.1821,0.1514,0.1821,0.4585,0.2984,0.1514,0.3421,0.3707,0.4317,0.4273,0.4585,0.4585,0.4558,0.4871,0.3669,0.5555,0.0313,0.2803,0.3401,0.3401,0.3669,0.3669,0.2199,0.3669,0.3669
Condition_3_prime_2,0.2699,0.2699,0.2699,0.0916,0.1821,0.1821,0.1821,0.3841,0.2386,0.2699,0.2699,0.1821,0.1535,0.2699,0.0916,0.1229,0.1229,0.1821,0.1229,0.1821,0.2699,0.1821,1.0,0.6579,1.0,0.5727,0.8114,0.8114,0.9688,0.9084,0.9381,0.8114,0.8486,0.7614,0.598,0.7614,0.4511,0.6293,0.6293,0.7614,0.7301,0.7614,0.7301,0.7614,0.1202,0.1202,0.0931,0.0916,0.0916,0.0916,0.1202,0.1202,0.2088,0.1514,0.1202,0.1202,0.0916,0.1782,0.0,0.0916,0.0916,0.1202,0.1514,0.147,0.1202,0.1514,0.2088,0.1821,0.2088,0.0619,0.1514,0.1514,0.2088,0.0916,0.147,0.2088,0.2088,0.1514,0.1514,0.1514,0.1514,0.1229,0.0916,0.2699,0.2088,0.1821,0.1514,0.1821,0.4585,0.3222,0.3005,0.3421,0.3707,0.4936,0.4585,0.4585,0.4585,0.5415,0.5727,0.4287,0.3669,0.2431,0.2803,0.402,0.3401,0.4287,0.3975,0.3421,0.4823,0.4526
Condition_3_prime_3,0.235,0.188,0.2597,0.096,0.191,0.191,0.1429,0.3247,0.2597,0.235,0.235,0.191,0.1688,0.2597,0.096,0.145,0.145,0.191,0.096,0.191,0.235,0.191,0.5727,0.5109,0.5727,1.0,0.5727,0.5936,0.5727,0.5936,0.5727,0.402,0.5727,0.5689,0.4249,0.5689,0.4496,0.4986,0.4739,0.5689,0.5446,0.5689,0.4961,0.5689,0.1182,0.1182,0.049,0.096,0.096,0.096,0.1182,0.1182,0.1637,0.1182,0.1182,0.1182,0.096,0.1637,0.0,0.096,0.096,0.1182,0.1429,0.1637,0.1182,0.1182,0.139,0.1182,0.139,0.0,0.1182,0.1182,0.139,0.0,0.139,0.139,0.139,0.1672,0.1672,0.1672,0.1672,0.145,0.1206,0.235,0.2118,0.191,0.1672,0.191,0.3411,0.1919,0.24,0.2442,0.2689,0.3892,0.3164,0.3164,0.3411,0.3386,0.4114,0.2932,0.2451,0.1465,0.1714,0.2932,0.2451,0.2932,0.2689,0.3179,0.2689,0.2932
Condition_3_prime_4,0.2699,0.2699,0.2699,0.0916,0.1821,0.1821,0.1821,0.3841,0.2386,0.2699,0.2699,0.1821,0.1535,0.2699,0.0916,0.1229,0.1229,0.1821,0.1229,0.1821,0.2699,0.1821,0.8114,0.6579,0.8114,0.5727,1.0,0.8114,0.8114,0.8114,0.7801,0.6406,0.7801,0.7197,0.598,0.7197,0.4511,0.6293,0.6293,0.7197,0.6885,0.7197,0.6885,0.7197,0.1202,0.1202,0.0931,0.0916,0.0916,0.0916,0.1202,0.1202,0.2088,0.1514,0.1202,0.1202,0.0916,0.1782,0.0,0.0916,0.0916,0.1202,0.1514,0.147,0.1202,0.1514,0.2088,0.1821,0.2088,0.0619,0.1514,0.1514,0.2088,0.0916,0.147,0.2088,0.2088,0.1514,0.1514,0.1514,0.1514,0.1229,0.0916,0.2699,0.2088,0.1821,0.1514,0.1821,0.4585,0.2984,0.2737,0.3421,0.3707,0.4936,0.4585,0.4585,0.4585,0.5177,0.5489,0.4287,0.3669,0.1847,0.2803,0.402,0.3401,0.4287,0.3975,0.3421,0.4585,0.4287
Condition_3_prime_5,0.284,0.284,0.3087,0.1206,0.2157,0.2157,0.2157,0.3975,0.2597,0.284,0.284,0.2157,0.1935,0.3087,0.1206,0.145,0.145,0.2157,0.145,0.2157,0.284,0.2157,0.8114,0.6579,0.8114,0.5936,0.8114,1.0,0.8114,0.8039,0.7801,0.6406,0.7801,0.7079,0.5639,0.7079,0.4496,0.6376,0.6129,0.7079,0.6836,0.7079,0.6589,0.7079,0.1429,0.1429,0.1218,0.096,0.096,0.1206,0.1429,0.1182,0.2365,0.1672,0.1429,0.1429,0.1206,0.2127,0.0247,0.096,0.096,0.1429,0.1919,0.1637,0.1429,0.1672,0.2118,0.191,0.2118,0.0728,0.1672,0.1672,0.2118,0.096,0.139,0.2118,0.2118,0.1672,0.1672,0.1672,0.1672,0.145,0.1206,0.284,0.2365,0.191,0.1672,0.2157,0.4801,0.3309,0.2869,0.3402,0.3871,0.5074,0.4554,0.4554,0.4801,0.5014,0.5504,0.4322,0.3841,0.2424,0.2674,0.4114,0.3633,0.4322,0.4079,0.3649,0.4801,0.4322
Condition_3_prime_6,0.2699,0.2699,0.2699,0.0916,0.1821,0.1821,0.1821,0.3841,0.2386,0.2699,0.2699,0.1821,0.1535,0.2699,0.0916,0.1229,0.1229,0.1821,0.1229,0.1821,0.2699,0.1821,0.9688,0.6579,0.9688,0.5727,0.8114,0.8114,1.0,0.9084,0.9069,0.7801,0.8486,0.7614,0.598,0.7614,0.4511,0.6293,0.6293,0.7614,0.7301,0.7614,0.7301,0.7614,0.1202,0.1202,0.0931,0.0916,0.0916,0.0916,0.1202,0.1202,0.2088,0.1514,0.1202,0.1202,0.0916,0.1782,0.0,0.0916,0.0916,0.1202,0.1514,0.147,0.1202,0.1514,0.2088,0.1821,0.2088,0.0619,0.1514,0.1514,0.2088,0.0916,0.147,0.2088,0.2088,0.1514,0.1514,0.1514,0.1514,0.1229,0.0916,0.2699,0.2088,0.1821,0.1514,0.1821,0.4585,0.3222,0.3005,0.3421,0.3707,0.4936,0.4585,0.4585,0.4585,0.5415,0.5727,0.4287,0.3669,0.2431,0.2803,0.402,0.3401,0.4287,0.3975,0.3421,0.4823,0.4526
Condition_3_prime_7,0.284,0.284,0.3087,0.1206,0.2157,0.2157,0.2157,0.3975,0.2597,0.284,0.284,0.2157,0.1935,0.3087,0.1206,0.145,0.145,0.2157,0.145,0.2157,0.284,0.2157,0.9084,0.6579,0.9084,0.5936,0.8114,0.8039,0.9084,1.0,0.8771,0.7197,0.8486,0.7403,0.5639,0.7403,0.4496,0.6376,0.6129,0.7403,0.716,0.7403,0.6913,0.7403,0.1429,0.1429,0.1218,0.096,0.096,0.1206,0.1429,0.1182,0.2365,0.1672,0.1429,0.1429,0.1206,0.2127,0.0247,0.096,0.096,0.1429,0.1919,0.1637,0.1429,0.1672,0.2118,0.191,0.2118,0.0728,0.1672,0.1672,0.2118,0.096,0.139,0.2118,0.2118,0.1672,0.1672,0.1672,0.1672,0.145,0.1206,0.284,0.2365,0.191,0.1672,0.2157,0.4801,0.3494,0.3078,0.3402,0.3871,0.5074,0.4554,0.4554,0.4801,0.5199,0.5689,0.4322,0.3841,0.24,0.2674,0.4114,0.3633,0.4322,0.4079,0.3649,0.4739,0.4507
Condition_3_prime_8,0.2699,0.2699,0.2699,0.0916,0.1821,0.1821,0.1821,0.3841,0.2386,0.2699,0.2699,0.1821,0.1535,0.2699,0.0916,0.1229,0.1229,0.1821,0.1229,0.1821,0.2699,0.1821,0.9381,0.6579,0.9381,0.5727,0.7801,0.7801,0.9069,0.8771,1.0,0.7801,0.8486,0.7614,0.598,0.7614,0.4511,0.6293,0.6293,0.7614,0.7301,0.7614,0.7301,0.7614,0.1202,0.1202,0.0931,0.0916,0.0916,0.0916,0.1202,0.1202,0.2088,0.1514,0.1202,0.1202,0.0916,0.1782,0.0,0.0916,0.0916,0.1202,0.1514,0.147,0.1202,0.1514,0.2088,0.1821,0.2088,0.0619,0.1514,0.1514,0.2088,0.0916,0.147,0.2088,0.2088,0.1514,0.1514,0.1514,0.1514,0.1229,0.0916,0.2699,0.2088,0.1821,0.1514,0.1821,0.4585,0.3222,0.3005,0.3421,0.3707,0.4936,0.4585,0.4585,0.4585,0.5415,0.5727,0.4287,0.3669,0.2118,0.2803,0.402,0.3401,0.4287,0.3975,0.3421,0.4511,0.4526
Condition_3_prime_9,0.1782,0.1229,0.1782,0.0,0.1202,0.1202,0.0619,0.2639,0.147,0.1782,0.1782,0.1202,0.0916,0.1782,0.0,0.0916,0.0916,0.1202,0.0312,0.1202,0.1782,0.1202,0.8114,0.4871,0.8114,0.402,0.6406,0.6406,0.7801,0.7197,0.7801,1.0,0.6599,0.5727,0.4273,0.5727,0.2803,0.4585,0.4585,0.5727,0.5415,0.5727,0.5415,0.5727,0.1202,0.1202,0.0931,0.0916,0.0916,0.0916,0.1202,0.1202,0.2088,0.1514,0.1202,0.1202,0.0916,0.1782,0.0,0.0916,0.0916,0.1202,0.1514,0.147,0.1202,0.1514,0.2088,0.1821,0.2088,0.0619,0.1514,0.1514,0.2088,0.0916,0.147,0.2088,0.2088,0.1202,0.1202,0.1202,0.1202,0.0916,0.0916,0.1782,0.147,0.1202,0.1202,0.1202,0.4585,0.3222,0.3005,0.3421,0.3707,0.4936,0.4585,0.4585,0.4585,0.5415,0.5727,0.4287,0.3669,0.2431,0.2803,0.402,0.3401,0.4287,0.3975,0.3421,0.4823,0.4526
Condition_3_prime_10,0.2699,0.2699,0.2699,0.0916,0.1821,0.1821,0.1821,0.3841,0.2386,0.2699,0.2699,0.1821,0.1535,0.2699,0.0916,0.1229,0.1229,0.1821,0.1229,0.1821,0.2699,0.1821,0.8486,0.6579,0.8486,0.5727,0.7801,0.7801,0.8486,0.8486,0.8486,0.6599,1.0,0.7614,0.598,0.7614,0.4511,0.6293,0.6293,0.7614,0.7301,0.7614,0.7301,0.7614,0.1202,0.1202,0.0931,0.0916,0.0916,0.0916,0.1202,0.1202,0.2088,0.1514,0.1202,0.1202,0.0916,0.1782,0.0,0.0916,0.0916,0.1202,0.1514,0.147,0.1202,0.1514,0.2088,0.1821,0.2088,0.0619,0.1514,0.1514,0.2088,0.0916,0.147,0.2088,0.2088,0.1514,0.1514,0.1514,0.1514,0.1229,0.0916,0.2699,0.2088,0.1821,0.1514,0.1821,0.4585,0.3222,0.3005,0.3421,0.3707,0.4936,0.4585,0.4585,0.4585,0.5415,0.5727,0.4287,0.3669,0.1535,0.2803,0.402,0.3401,0.4287,0.3975,0.3421,0.4511,0.5442
Condition_4,0.4025,0.4285,0.3887,0.2313,0.3105,0.3244,0.3648,0.4368,0.3887,0.4025,0.4025,0.3244,0.2984,0.3749,0.2313,0.2445,0.2445,0.3244,0.2854,0.3244,0.4025,0.3244,0.7614,0.6579,0.7614,0.5689,0.7197,0.7079,0.7614,0.7403,0.7614,0.5727,0.7614,1.0,0.7294,0.9587,0.6524,0.8652,0.8652,0.9587,0.9043,1.0,0.919,0.9587,0.2295,0.2295,0.1629,0.1352,0.1765,0.2174,0.2295,0.2018,0.3209,0.2699,0.2295,0.2295,0.2174,0.2676,0.1237,0.1765,0.1765,0.2295,0.2562,0.2812,0.2434,0.2837,0.3486,0.2961,0.3761,0.2177,0.2837,0.2562,0.3486,0.284,0.3213,0.3486,0.3348,0.2566,0.2566,0.2427,0.2153,0.2445,0.19,0.3887,0.3081,0.2967,0.2566,0.3105,0.738,0.6494,0.5893,0.419,0.6209,0.5522,0.6967,0.6693,0.738,0.7703,0.7962,0.6551,0.6154,0.4422,0.4603,0.538,0.5793,0.6551,0.6284,0.5494,0.6225,0.6766
Condition_4_prime_1,0.4234,0.5713,0.3999,0.2549,0.3337,0.3455,0.3796,0.4406,0.3999,0.4234,0.4234,0.3455,0.473,0.3882,0.2549,0.2779,0.2779,0.3455,0.3007,0.3455,0.4116,0.3455,0.598,0.6599,0.598,0.4249,0.598,0.5639,0.598,0.5639,0.598,0.4273,0.598,0.7294,1.0,0.7355,0.6828,0.7294,0.6888,0.7355,0.7355,0.7355,0.6888,0.7294,0.2415,0.3674,0.1734,0.1967,0.1967,0.2313,0.2415,0.2181,0.3307,0.2757,0.2415,0.2534,0.3807,0.2737,0.152,0.1967,0.1967,0.2534,0.2641,0.2853,0.2651,0.2993,0.366,0.5174,0.4011,0.2315,0.2993,0.276,0.366,0.2995,0.3429,0.366,0.3425,0.2763,0.4022,0.2646,0.2295,0.2661,0.2199,0.3999,0.3199,0.3102,0.2882,0.3219,0.6022,0.6022,0.3503,0.3914,0.5661,0.4121,0.5609,0.6161,0.6022,0.5609,0.6161,0.5132,0.5132,0.2882,0.4723,0.4022,0.4933,0.5132,0.5132,0.4141,0.4898,0.5132
Condition_4_prime_2,0.4234,0.4454,0.3999,0.2549,0.3337,0.3455,0.3796,0.4406,0.3999,0.4234,0.4234,0.3455,0.3235,0.3882,0.2549,0.2779,0.2779,0.3455,0.3007,0.3455,0.4116,0.3455,0.7614,0.6579,0.7614,0.5689,0.7197,0.7079,0.7614,0.7403,0.7614,0.5727,0.7614,0.9587,0.7355,1.0,0.6585,0.8652,0.8273,0.9532,0.8954,0.9532,0.8728,0.9587,0.2415,0.2415,0.1734,0.1499,0.1967,0.2313,0.2415,0.2181,0.3307,0.2757,0.2415,0.2534,0.2313,0.2737,0.152,0.1967,0.1967,0.2534,0.2641,0.2853,0.2651,0.2993,0.366,0.3097,0.4011,0.2315,0.2993,0.276,0.366,0.2995,0.3429,0.366,0.3425,0.2763,0.2763,0.2646,0.2295,0.2661,0.2199,0.3999,0.3199,0.3102,0.2882,0.3219,0.738,0.6494,0.5619,0.419,0.6209,0.5269,0.6967,0.6729,0.738,0.7429,0.7921,0.6372,0.6036,0.457,0.4723,0.5262,0.573,0.6372,0.6146,0.5477,0.6095,0.6553
Condition_4_prime_3,0.354,0.3543,0.3305,0.1967,0.2756,0.2873,0.2993,0.3602,0.3999,0.354,0.354,0.2873,0.2653,0.3188,0.1967,0.2311,0.2311,0.2873,0.2313,0.2873,0.3422,0.2873,0.4511,0.5129,0.4511,0.4496,0.4511,0.4496,0.4511,0.4496,0.4511,0.2803,0.4511,0.6524,0.6828,0.6585,1.0,0.6524,0.6004,0.6585,0.6585,0.6585,0.6004,0.6524,0.1833,0.1833,0.093,0.3162,0.1499,0.1731,0.1833,0.2181,0.2503,0.2063,0.1833,0.1952,0.1731,0.2044,0.0939,0.1499,0.1499,0.1952,0.1947,0.2853,0.2069,0.2299,0.2856,0.2529,0.3207,0.1512,0.2299,0.2066,0.2856,0.2084,0.3429,0.2856,0.2621,0.2295,0.2295,0.2646,0.1943,0.2193,0.1847,0.3305,0.2617,0.3102,0.2414,0.2637,0.5252,0.3904,0.3904,0.2977,0.4874,0.3338,0.4704,0.539,0.5252,0.4704,0.539,0.4361,0.4361,0.3221,0.3813,0.3348,0.4259,0.4361,0.4361,0.448,0.4012,0.4361
Condition_4_prime_4,0.4025,0.4285,0.3887,0.2313,0.3105,0.3244,0.3648,0.4368,0.3887,0.4025,0.4025,0.3244,0.2984,0.3749,0.2313,0.2445,0.2445,0.3244,0.2854,0.3244,0.4025,0.3244,0.6293,0.6293,0.6293,0.4986,0.6293,0.6376,0.6293,0.6376,0.6293,0.4585,0.6293,0.8652,0.7294,0.8652,0.6524,1.0,0.7972,0.8652,0.8375,0.8652,0.7972,0.8652,0.2295,0.2295,0.1629,0.1352,0.1765,0.2174,0.2295,0.2018,0.3209,0.2699,0.2295,0.2295,0.2174,0.2676,0.1237,0.1765,0.1765,0.2295,0.2562,0.2812,0.2434,0.2837,0.3486,0.2961,0.3761,0.2177,0.2837,0.2562,0.3486,0.284,0.3213,0.3486,0.3348,0.2566,0.2566,0.2427,0.2153,0.2445,0.19,0.3887,0.3081,0.2967,0.2566,0.3105,0.738,0.6032,0.4861,0.419,0.6209,0.4985,0.67,0.6693,0.738,0.67,0.7103,0.6028,0.6028,0.3785,0.4603,0.4857,0.5793,0.6028,0.6028,0.4857,0.5619,0.6028
Condition_4_prime_5,0.414,0.433,0.3838,0.2695,0.3269,0.3574,0.3664,0.4389,0.3838,0.414,0.414,0.3574,0.3385,0.3736,0.2695,0.2994,0.2994,0.3574,0.3087,0.3574,0.414,0.3574,0.6293,0.598,0.6293,0.4739,0.6293,0.6129,0.6293,0.6129,0.6293,0.4585,0.6293,0.8652,0.6888,0.8273,0.6004,0.7972,1.0,0.8273,0.7718,0.8741,0.8741,0.8239,0.2478,0.2478,0.1792,0.1591,0.2094,0.239,0.2478,0.2278,0.3345,0.2873,0.2478,0.2682,0.2492,0.2755,0.1711,0.2196,0.2094,0.2682,0.2672,0.2853,0.2783,0.3075,0.3447,0.2961,0.3649,0.2191,0.2873,0.2574,0.3447,0.2676,0.3049,0.3447,0.3244,0.2981,0.2981,0.2778,0.2478,0.2893,0.2395,0.404,0.3252,0.3169,0.3082,0.3269,0.67,0.5352,0.4722,0.419,0.5661,0.4815,0.6967,0.6035,0.67,0.7241,0.6726,0.5395,0.5099,0.3667,0.426,0.424,0.4929,0.5293,0.5099,0.4444,0.5003,0.5293
Condition_4_prime_6,0.4234,0.4454,0.3999,0.2549,0.3337,0.3455,0.3796,0.4406,0.3999,0.4234,0.4234,0.3455,0.3235,0.3882,0.2549,0.2779,0.2779,0.3455,0.3007,0.3455,0.4116,0.3455,0.7614,0.6579,0.7614,0.5689,0.7197,0.7079,0.7614,0.7403,0.7614,0.5727,0.7614,0.9587,0.7355,0.9532,0.6585,0.8652,0.8273,1.0,0.8954,0.9532,0.8728,0.9587,0.2415,0.2415,0.1734,0.1499,0.1967,0.2313,0.2415,0.2181,0.3307,0.2757,0.2415,0.2534,0.2313,0.2737,0.152,0.1967,0.1967,0.2534,0.2641,0.2853,0.2651,0.2993,0.366,0.3097,0.4011,0.2315,0.2993,0.276,0.366,0.2995,0.3429,0.366,0.3425,0.2763,0.2763,0.2646,0.2295,0.2661,0.2199,0.3999,0.3199,0.3102,0.2882,0.3219,0.738,0.6494,0.5619,0.419,0.6209,0.5269,0.6967,0.6729,0.738,0.7429,0.7921,0.6372,0.6036,0.457,0.4723,0.5262,0.573,0.6372,0.6146,0.5477,0.6095,0.6553
Condition_4_prime_7,0.4344,0.4634,0.4142,0.2695,0.3473,0.3676,0.3968,0.4389,0.4142,0.4344,0.4344,0.3574,0.3385,0.394,0.2695,0.2994,0.2994,0.3574,0.3189,0.3574,0.4242,0.3676,0.7301,0.6579,0.7301,0.5446,0.6885,0.6836,0.7301,0.716,0.7301,0.5415,0.7301,0.9043,0.7355,0.8954,0.6585,0.8375,0.7718,0.8954,1.0,0.8954,0.815,0.9043,0.2478,0.2478,0.1792,0.1591,0.2094,0.239,0.2478,0.2278,0.3345,0.2873,0.2478,0.2682,0.2492,0.2755,0.1711,0.2196,0.2094,0.2682,0.2672,0.2956,0.2783,0.3075,0.3851,0.3165,0.4152,0.2495,0.3177,0.2978,0.3851,0.3179,0.3552,0.3851,0.3548,0.2981,0.2981,0.2778,0.2478,0.2893,0.2395,0.404,0.3252,0.3169,0.3082,0.3269,0.7103,0.6217,0.5075,0.419,0.6209,0.4923,0.6423,0.6729,0.7103,0.6885,0.7695,0.6084,0.5888,0.4338,0.4763,0.4929,0.5626,0.5982,0.5982,0.5215,0.5943,0.6138
Condition_4_prime_8,0.4234,0.4454,0.3999,0.2549,0.3337,0.3455,0.3796,0.4406,0.3999,0.4234,0.4234,0.3455,0.3235,0.3882,0.2549,0.2779,0.2779,0.3455,0.3007,0.3455,0.4116,0.3455,0.7614,0.6579,0.7614,0.5689,0.7197,0.7079,0.7614,0.7403,0.7614,0.5727,0.7614,1.0,0.7355,0.9532,0.6585,0.8652,0.8741,0.9532,0.8954,1.0,0.9196,0.9587,0.2415,0.2415,0.1734,0.1499,0.1967,0.2313,0.2415,0.2181,0.3307,0.2757,0.2415,0.2534,0.2313,0.2737,0.152,0.1967,0.1967,0.2534,0.2641,0.2853,0.2651,0.2993,0.366,0.3097,0.4011,0.2315,0.2993,0.276,0.366,0.2995,0.3429,0.366,0.3425,0.2763,0.2763,0.2646,0.2295,0.2661,0.2199,0.3999,0.3199,0.3102,0.2882,0.3219,0.738,0.6494,0.5893,0.419,0.6209,0.5619,0.6967,0.6729,0.738,0.7703,0.7921,0.6372,0.6036,0.457,0.4723,0.5262,0.573,0.6372,0.6146,0.5477,0.6095,0.6553
Condition_4_prime_9,0.4116,0.4218,0.3764,0.2549,0.3219,0.3455,0.3561,0.4406,0.3764,0.4116,0.4116,0.3455,0.3235,0.3764,0.2549,0.2779,0.2779,0.3455,0.3007,0.3455,0.4116,0.3455,0.7301,0.6266,0.7301,0.4961,0.6885,0.6589,0.7301,0.6913,0.7301,0.5415,0.7301,0.919,0.6888,0.8728,0.6004,0.7972,0.8741,0.8728,0.815,0.9196,1.0,0.8777,0.2415,0.2415,0.1734,0.1499,0.1967,0.2313,0.2415,0.2181,0.3307,0.2757,0.2415,0.2534,0.2313,0.2737,0.152,0.1967,0.1967,0.2534,0.2641,0.2853,0.2651,0.2993,0.3307,0.2979,0.3543,0.208,0.2757,0.2407,0.3307,0.2527,0.2961,0.3307,0.3189,0.2763,0.2763,0.2646,0.2295,0.2661,0.2199,0.3999,0.3199,0.3102,0.2882,0.3219,0.67,0.5814,0.5484,0.419,0.5661,0.5281,0.6967,0.6035,0.67,0.8375,0.7117,0.5568,0.5342,0.3989,0.4256,0.4459,0.5036,0.5568,0.5342,0.4895,0.5404,0.575
Condition_4_prime_10,0.4025,0.4285,0.3887,0.2313,0.3105,0.3244,0.3648,0.4368,0.3887,0.4025,0.4025,0.3244,0.2984,0.3749,0.2313,0.2445,0.2445,0.3244,0.2854,0.3244,0.4025,0.3244,0.7614,0.6579,0.7614,0.5689,0.7197,0.7079,0.7614,0.7403,0.7614,0.5727,0.7614,0.9587,0.7294,0.9587,0.6524,0.8652,0.8239,0.9587,0.9043,0.9587,0.8777,1.0,0.2295,0.2295,0.1629,0.1352,0.1765,0.2174,0.2295,0.2018,0.3209,0.2699,0.2295,0.2295,0.2174,0.2676,0.1237,0.1765,0.1765,0.2295,0.2562,0.2812,0.2434,0.2837,0.3486,0.2961,0.3761,0.2177,0.2837,0.2562,0.3486,0.284,0.3213,0.3486,0.3348,0.2566,0.2566,0.2427,0.2153,0.2445,0.19,0.3887,0.3081,0.2967,0.2566,0.3105,0.738,0.6494,0.5619,0.419,0.6209,0.5248,0.6967,0.6693,0.738,0.7429,0.7962,0.6551,0.6154,0.4422,0.4603,0.538,0.5793,0.6551,0.6284,0.5494,0.6225,0.6766
Condition_5,0.6655,0.4408,0.6216,0.592,0.6099,0.6587,0.592,0.5352,0.608,0.6655,0.6754,0.6728,0.5805,0.5387,0.5093,0.6353,0.6348,0.6728,0.5896,0.6728,0.5829,0.6728,0.1202,0.1202,0.1202,0.1182,0.1202,0.1429,0.1202,0.1429,0.1202,0.1202,0.1202,0.2295,0.2415,0.2415,0.1833,0.2295,0.2478,0.2415,0.2478,0.2415,0.2415,0.2295,1.0,0.9262,0.838,0.8684,0.9437,0.9475,0.9961,0.887,0.8928,0.9064,0.9593,0.8833,0.7941,0.7529,0.7271,0.8409,0.8112,0.8833,0.7603,0.7045,0.8386,0.8136,0.6537,0.5629,0.6414,0.4767,0.6505,0.6292,0.6537,0.5715,0.5935,0.6537,0.6798,0.8499,0.7766,0.8088,0.7136,0.779,0.8199,0.7294,0.7462,0.7555,0.8088,0.7684,0.3912,0.1918,0.2306,0.3499,0.3912,0.3552,0.3912,0.402,0.3912,0.2975,0.3109,0.3654,0.2771,0.216,0.3654,0.3175,0.3706,0.3654,0.37,0.309,0.2771,0.2771
Condition_5_prime_1,0.5829,0.5271,0.5352,0.5093,0.5272,0.5795,0.5093,0.4489,0.5254,0.5829,0.5891,0.5864,0.5829,0.4524,0.5093,0.5516,0.5521,0.5864,0.507,0.5864,0.5002,0.5864,0.1202,0.1202,0.1202,0.1182,0.1202,0.1429,0.1202,0.1429,0.1202,0.1202,0.1202,0.2295,0.3674,0.2415,0.1833,0.2295,0.2478,0.2415,0.2478,0.2415,0.2415,0.2295,0.9262,1.0,0.7797,0.7978,0.8698,0.8722,0.9262,0.8306,0.8365,0.8608,0.8893,0.8006,0.7941,0.6703,0.7271,0.7583,0.7319,0.8006,0.6777,0.6181,0.756,0.7309,0.5589,0.5629,0.5466,0.4767,0.5557,0.5344,0.5589,0.4767,0.4986,0.5589,0.5801,0.78,0.8533,0.739,0.6403,0.7028,0.7557,0.7329,0.6764,0.6793,0.739,0.6951,0.3912,0.3266,0.2306,0.3499,0.3912,0.3552,0.3912,0.402,0.3912,0.2975,0.3109,0.3654,0.2771,0.216,0.3654,0.3175,0.3706,0.3654,0.37,0.309,0.2771,0.2771
