,Condition_1,Condition_1_prime_1,Condition_1_prime_2,Condition_1_prime_3,Condition_1_prime_4,Condition_1_prime_5,Condition_1_prime_6,Condition_1_prime_7,Condition_1_prime_8,Condition_1_prime_9,Condition_1_prime_10,Condition_2,Condition_2_prime_1,Condition_2_prime_2,Condition_2_prime_3,Condition_2_prime_4,Condition_2_prime_5,Condition_2_prime_6,Condition_2_prime_7,Condition_2_prime_8,Condition_2_prime_9,Condition_2_prime_10,Condition_3,Condition_3_prime_1,Condition_3_prime_2,Condition_3_prime_3,Condition_3_prime_4,Condition_3_prime_5,Condition_3_prime_6,Condition_3_prime_7,Condition_3_prime_8,Condition_3_prime_9,Condition_3_prime_10,Condition_4,Condition_4_prime_1,Condition_4_prime_2,Condition_4_prime_3,Condition_4_prime_4,Condition_4_prime_5,Condition_4_prime_6,Condition_4_prime_7,Condition_4_prime_8,Condition_4_prime_9,Condition_4_prime_10,Condition_5,Condition_5_prime_1,Condition_5_prime_2,Condition_5_prime_3,Condition_5_prime_4,Condition_5_prime_5,Condition_5_prime_6,Condition_5_prime_7,Condition_5_prime_8,Condition_5_prime_9,Condition_5_prime_10,Condition_6,Condition_6_prime_1,Condition_6_prime_2,Condition_6_prime_3,Condition_6_prime_4,Condition_6_prime_5,Condition_6_prime_6,Condition_6_prime_7,Condition_6_prime_8,Condition_6_prime_9,Condition_6_prime_10,Condition_7,Condition_7_prime_1,Condition_7_prime_2,Condition_7_prime_3,Condition_7_prime_4,Condition_7_prime_5,Condition_7_prime_6,Condition_7_prime_7,Condition_7_prime_8,Condition_7_prime_9,Condition_7_prime_10,Condition_8,Condition_8_prime_1,Condition_8_prime_2,Condition_8_prime_3,Condition_8_prime_4,Condition_8_prime_5,Condition_8_prime_6,Condition_8_prime_7,Condition_8_prime_8,Condition_8_prime_9,Condition_8_prime_10,Condition_9,Condition_9_prime_1,Condition_9_prime_2,Condition_9_prime_3,Condition_9_prime_4,Condition_9_prime_5,Condition_9_prime_6,Condition_9_prime_7,Condition_9_prime_8,Condition_9_prime_9,Condition_9_prime_10,Condition_10,Condition_10_prime_1,Condition_10_prime_2,Condition_10_prime_3,Condition_10_prime_4,Condition_10_prime_5,Condition_10_prime_6,Condition_10_prime_7,Condition_10_prime_8,Condition_10_prime_9,Condition_10_prime_10
Condition_6_prime_1,0.6539,0.5603,0.5997,0.5604,0.5997,0.6539,0.5606,0.4991,0.5871,0.6539,0.6539,0.6539,0.7859,0.5026,0.4606,0.6052,0.6062,0.6539,0.5606,0.6539,0.5542,0.6539,0.2024,0.2355,0.2024,0.1357,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2024,0.2703,0.4034,0.2703,0.2063,0.2703,0.2696,0.2703,0.2703,0.2703,0.2696,0.2703,0.8505,0.8505,0.6222,0.7364,0.788,0.7635,0.8505,0.7792,0.767,0.8598,0.8511,0.867,1.0,0.7157,0.6737,0.8103,0.7968,0.867,0.8128,0.6804,0.8461,0.867,0.6121,0.7451,0.6038,0.4189,0.6121,0.5986,0.6121,0.5188,0.5454,0.6121,0.6121,0.8191,0.8192,0.7889,0.6672,0.7321,0.7461,0.7669,0.7155,0.7132,0.7984,0.8533,0.3483,0.355,0.1883,0.2934,0.3483,0.2804,0.3476,0.3483,0.3483,0.3476,0.3483,0.3066,0.3066,0.1466,0.3066,0.2524,0.3066,0.3066,0.3066,0.2399,0.3066,0.3066
Condition_6_prime_2,0.7037,0.4171,0.7168,0.5571,0.6774,0.644,0.6178,0.6068,0.6388,0.7037,0.7033,0.6445,0.5178,0.7181,0.4521,0.5741,0.5825,0.644,0.6049,0.6445,0.6052,0.644,0.252,0.252,0.252,0.174,0.252,0.252,0.252,0.252,0.252,0.252,0.252,0.2965,0.2965,0.2967,0.2185,0.2965,0.2881,0.2965,0.2965,0.2965,0.2881,0.2965,0.8068,0.7068,0.833,0.6822,0.7362,0.7097,0.8068,0.7478,0.7144,0.7733,0.8074,0.8468,0.7157,1.0,0.6636,0.7612,0.7623,0.8465,0.8995,0.7679,0.8468,0.8333,0.6501,0.5501,0.6197,0.4504,0.6439,0.6027,0.6499,0.5508,0.5721,0.6501,0.6494,0.7808,0.6808,0.7677,0.7649,0.6827,0.7067,0.7338,0.909,0.745,0.7802,0.7578,0.4806,0.2845,0.3036,0.4722,0.4806,0.4362,0.4722,0.4806,0.4806,0.3751,0.3835,0.4139,0.3168,0.2369,0.4139,0.4138,0.4139,0.4139,0.4139,0.3359,0.3168,0.3168
Condition_6_prime_3,0.5824,0.4846,0.5282,0.7648,0.5152,0.5696,0.5824,0.4267,0.5157,0.5824,0.5824,0.5694,0.4735,0.429,0.7653,0.5128,0.5135,0.5694,0.5822,0.5694,0.4825,0.5694,0.1098,0.1098,0.1098,0.0431,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1098,0.1851,0.1851,0.1851,0.1183,0.1851,0.1836,0.1851,0.1851,0.1851,0.1836,0.1851,0.7629,0.7629,0.6634,0.6277,0.6818,0.6677,0.7629,0.6914,0.6085,0.6943,0.7635,0.7977,0.6737,0.6636,1.0,0.7064,0.7025,0.7977,0.6655,0.62,0.7674,0.7197,0.5407,0.4434,0.5271,0.7235,0.5366,0.516,0.5407,0.5406,0.4739,0.5407,0.5407,0.7244,0.7244,0.7196,0.5678,0.6282,0.6408,0.7197,0.6544,0.644,0.7196,0.6898,0.3691,0.2721,0.3024,0.3135,0.3691,0.2988,0.3677,0.3691,0.3691,0.2706,0.2721,0.3274,0.3083,0.2607,0.3274,0.2732,0.3274,0.3274,0.3274,0.2607,0.2304,0.2304
Condition_6_prime_4,0.6946,0.4137,0.6529,0.601,0.7529,0.6946,0.6013,0.5514,0.6404,0.6946,0.6946,0.6946,0.6066,0.5559,0.5013,0.7936,0.6946,0.6946,0.6013,0.6946,0.5949,0.6946,0.1792,0.1792,0.1792,0.125,0.1792,0.1792,0.1792,0.1792,0.1792,0.1792,0.1792,0.2349,0.2349,0.2349,0.1807,0.2349,0.2334,0.2349,0.2349,0.2349,0.2334,0.2349,0.8808,0.7809,0.6674,0.8207,0.875,0.8141,0.8808,0.824,0.7103,0.8032,0.8815,0.9,0.8103,0.7612,0.7064,1.0,0.8865,0.9,0.7713,0.726,0.8792,0.813,0.6642,0.5772,0.6558,0.4709,0.7642,0.6506,0.6642,0.5709,0.6099,0.6642,0.6642,0.8995,0.7995,0.8454,0.7455,0.8215,0.833,0.7128,0.7606,0.7676,0.8787,0.7992,0.3886,0.2083,0.2411,0.3454,0.3886,0.333,0.3871,0.3886,0.3886,0.3001,0.3016,0.3582,0.2713,0.2107,0.3582,0.3165,0.3582,0.3582,0.3582,0.304,0.2713,0.2713
Condition_6_prime_5,0.6892,0.4076,0.6476,0.5949,0.6472,0.6889,0.596,0.5441,0.635,0.6892,0.6889,0.689,0.6006,0.5502,0.4956,0.6879,0.689,0.6888,0.5957,0.6889,0.5893,0.6888,0.1805,0.1805,0.1805,0.1263,0.1805,0.1812,0.1805,0.1805,0.1805,0.1805,0.1805,0.223,0.223,0.223,0.1688,0.223,0.2203,0.223,0.223,0.223,0.2203,0.223,0.8735,0.7735,0.6635,0.8161,0.8701,0.8068,0.8735,0.8114,0.6976,0.7906,0.8741,0.901,0.7968,0.7623,0.7025,0.8865,1.0,0.9007,0.7723,0.7263,0.8802,0.8137,0.6586,0.5713,0.645,0.4652,0.6583,0.7576,0.6586,0.5653,0.6044,0.6586,0.6586,0.8869,0.7869,0.8457,0.7322,0.8079,0.8257,0.7131,0.761,0.7679,0.879,0.8135,0.3767,0.1964,0.2292,0.3323,0.3767,0.3343,0.374,0.3767,0.3767,0.287,0.2897,0.3464,0.2594,0.1989,0.3464,0.3046,0.3464,0.3464,0.3464,0.2922,0.2594,0.2594
Condition_6_prime_6,0.7694,0.4776,0.7152,0.6716,0.7149,0.7694,0.6723,0.6118,0.7027,0.7694,0.7694,0.7691,0.6691,0.616,0.5723,0.7085,0.7095,0.7695,0.6721,0.7691,0.6694,0.7691,0.2082,0.2082,0.2082,0.1415,0.2082,0.2082,0.2082,0.2082,0.2082,0.2082,0.2082,0.284,0.284,0.284,0.2173,0.284,0.2813,0.284,0.284,0.284,0.2813,0.284,0.96,0.86,0.7443,0.821,0.875,0.861,0.96,0.8884,0.7902,0.876,0.9606,0.9997,0.867,0.8465,0.7977,0.9,0.9007,1.0,0.8521,0.8029,0.9693,0.9064,0.7275,0.634,0.714,0.5304,0.7273,0.7067,0.7279,0.6305,0.6608,0.7275,0.7275,0.9215,0.8215,0.9209,0.7649,0.8215,0.8341,0.8057,0.8455,0.8454,0.9209,0.8853,0.4552,0.2649,0.2915,0.3983,0.4552,0.3795,0.4525,0.4552,0.4552,0.3593,0.362,0.4136,0.3203,0.2498,0.4136,0.3593,0.4136,0.4136,0.4136,0.3468,0.3203,0.3203
Condition_6_prime_7,0.7036,0.5149,0.7168,0.5589,0.6831,0.6497,0.6197,0.6058,0.6387,0.7036,0.7033,0.6502,0.6149,0.6176,0.454,0.5842,0.5926,0.6496,0.6067,0.6501,0.6044,0.6496,0.2501,0.2501,0.2501,0.1721,0.2501,0.2501,0.2501,0.2501,0.2501,0.2501,0.2501,0.2946,0.2946,0.2946,0.2166,0.2945,0.2862,0.2946,0.2946,0.2946,0.2862,0.2946,0.8125,0.7125,0.736,0.6923,0.7463,0.7198,0.8125,0.7534,0.8115,0.8723,0.8131,0.8525,0.8128,0.8995,0.6655,0.7713,0.7723,0.8521,1.0,0.7667,0.8524,0.9322,0.6495,0.6491,0.6192,0.4522,0.6492,0.6078,0.6494,0.5524,0.5715,0.6495,0.6493,0.7865,0.6865,0.7734,0.6716,0.6928,0.7168,0.8309,0.81,0.7507,0.7859,0.8568,0.3815,0.2845,0.2065,0.3732,0.3815,0.3371,0.3732,0.3815,0.3815,0.3732,0.3815,0.3149,0.3149,0.1398,0.3149,0.3149,0.3149,0.3149,0.3149,0.2369,0.3149,0.3149
Condition_6_prime_8,0.803,0.5481,0.7733,0.6435,0.7205,0.7392,0.7523,0.6561,0.8512,0.803,0.8027,0.731,0.6024,0.676,0.5386,0.6586,0.6671,0.7304,0.7034,0.731,0.7045,0.7413,0.1793,0.1793,0.1793,0.1793,0.1793,0.1793,0.1793,0.1793,0.1793,0.1792,0.1792,0.3167,0.3167,0.3167,0.3167,0.3167,0.3032,0.3167,0.3167,0.3167,0.3032,0.3167,0.7632,0.6632,0.6011,0.7011,0.701,0.6642,0.7632,0.8137,0.6602,0.7196,0.7638,0.8032,0.6804,0.7679,0.62,0.726,0.7263,0.8029,0.7667,1.0,0.8336,0.7795,0.7854,0.6838,0.7444,0.5848,0.7664,0.7142,0.7843,0.6854,0.7861,0.7861,0.7838,0.7467,0.6467,0.7908,0.6034,0.6475,0.6791,0.6809,0.7009,0.7693,0.7669,0.7142,0.5008,0.3047,0.4018,0.4092,0.5008,0.3637,0.4872,0.5008,0.5008,0.3901,0.4037,0.4342,0.3371,0.3352,0.4342,0.3559,0.4342,0.4342,0.4342,0.4342,0.3371,0.3371
Condition_6_prime_9,0.7906,0.4983,0.737,0.6918,0.7361,0.7903,0.6942,0.6307,0.7245,0.7906,0.7903,0.7908,0.6691,0.6379,0.5925,0.7129,0.7144,0.7902,0.6937,0.7908,0.6914,0.7902,0.2104,0.2104,0.2104,0.1436,0.2104,0.2104,0.2104,0.2104,0.2104,0.2104,0.2104,0.2964,0.2964,0.2964,0.2297,0.2964,0.2915,0.2964,0.2964,0.2964,0.2915,0.2964,0.9296,0.8296,0.7235,0.8001,0.8542,0.8307,0.9296,0.8884,0.7599,0.8457,0.9303,0.9697,0.8461,0.8468,0.7674,0.8792,0.8802,0.9693,0.8524,0.8336,1.0,0.9056,0.749,0.6553,0.7281,0.5517,0.7487,0.7186,0.749,0.6518,0.6823,0.749,0.7488,0.9006,0.8006,0.8906,0.744,0.8006,0.8205,0.8043,0.8428,0.844,0.9209,0.8744,0.4677,0.2773,0.3039,0.4086,0.4677,0.3817,0.4628,0.4677,0.4677,0.3695,0.3744,0.426,0.3327,0.2622,0.426,0.3717,0.426,0.426,0.426,0.3593,0.3327,0.3327
Condition_6_prime_10,0.7423,0.5426,0.6756,0.6075,0.6551,0.697,0.6453,0.5693,0.6643,0.7423,0.7423,0.6968,0.6691,0.5764,0.5082,0.6257,0.6267,0.6968,0.645,0.6967,0.6423,0.6968,0.2341,0.2341,0.2341,0.1562,0.2341,0.2341,0.2341,0.2341,0.2341,0.2341,0.2341,0.3326,0.3326,0.3326,0.2546,0.3326,0.3277,0.3326,0.3326,0.3326,0.3277,0.3326,0.8667,0.7667,0.7109,0.734,0.788,0.774,0.8667,0.8202,0.8532,0.939,0.8673,0.9064,0.867,0.8333,0.7197,0.813,0.8137,0.9064,0.9322,0.7795,0.9056,1.0,0.688,0.6877,0.6671,0.4909,0.6877,0.6576,0.688,0.5909,0.61,0.688,0.688,0.8282,0.7282,0.8276,0.6716,0.7345,0.7471,0.8976,0.81,0.8174,0.8276,0.911,0.4196,0.3225,0.2445,0.348,0.4196,0.3211,0.4147,0.4196,0.4196,0.4147,0.4203,0.3654,0.3654,0.1903,0.3654,0.2987,0.3654,0.3654,0.3654,0.2874,0.3654,0.3654
Condition_7,0.8522,0.6608,0.8393,0.6736,0.7585,0.7714,0.8287,0.7652,0.8393,0.8522,0.8496,0.7553,0.6273,0.7005,0.5634,0.6822,0.6902,0.7551,0.7265,0.7553,0.7268,0.766,0.2651,0.2651,0.2651,0.1782,0.2651,0.2651,0.2651,0.2651,0.2568,0.2624,0.2624,0.4069,0.4069,0.4069,0.3199,0.4069,0.3652,0.4069,0.4069,0.4069,0.3652,0.4069,0.6995,0.5995,0.5234,0.5921,0.6462,0.6095,0.6995,0.665,0.5872,0.6466,0.6997,0.7277,0.6121,0.6501,0.5407,0.6642,0.6586,0.7275,0.6495,0.7854,0.749,0.688,1.0,0.803,0.9458,0.751,0.9,0.8919,0.9951,0.8962,0.9047,0.9973,0.9507,0.6762,0.5762,0.6492,0.5214,0.6639,0.6179,0.5901,0.5985,0.6938,0.6909,0.624,0.5973,0.4013,0.4113,0.4568,0.5973,0.439,0.5556,0.5973,0.5973,0.4585,0.5002,0.614,0.5169,0.4254,0.614,0.5359,0.614,0.614,0.614,0.527,0.4961,0.5169
Condition_7_prime_1,0.7522,0.6924,0.7097,0.5763,0.6652,0.6779,0.6975,0.5994,0.7096,0.7522,0.7496,0.662,0.7624,0.5973,0.4661,0.5952,0.6033,0.6618,0.6294,0.6619,0.6269,0.6727,0.2183,0.3153,0.2183,0.1313,0.2183,0.2183,0.2183,0.2183,0.2156,0.2175,0.2175,0.3503,0.5474,0.3503,0.2937,0.3503,0.3295,0.3503,0.3503,0.3503,0.3295,0.3503,0.6059,0.606,0.4261,0.5351,0.5592,0.5222,0.6059,0.5714,0.5845,0.6464,0.6062,0.6341,0.7451,0.5501,0.4434,0.5772,0.5713,0.634,0.6491,0.6838,0.6553,0.6877,0.803,1.0,0.7613,0.6059,0.7764,0.7195,0.803,0.7059,0.7133,0.8022,0.8003,0.5826,0.5827,0.5557,0.4279,0.5769,0.5306,0.5873,0.4993,0.6002,0.5974,0.6238,0.4436,0.4466,0.2596,0.3365,0.4436,0.3066,0.4228,0.4436,0.4436,0.4228,0.4436,0.4487,0.4487,0.2639,0.4487,0.3707,0.4487,0.4487,0.4487,0.3617,0.4403,0.4487
Condition_7_prime_2,0.8218,0.6066,0.7976,0.6528,0.7281,0.7506,0.787,0.7164,0.7976,0.8218,0.8193,0.7344,0.6137,0.6588,0.5426,0.6686,0.6767,0.7343,0.6961,0.7344,0.6965,0.7451,0.2987,0.2987,0.2987,0.2117,0.2987,0.2987,0.2987,0.2987,0.2852,0.2938,0.2938,0.4364,0.4364,0.4364,0.3495,0.4364,0.3822,0.4364,0.4364,0.4364,0.3822,0.4364,0.6968,0.5968,0.5099,0.5906,0.6448,0.6068,0.6968,0.6566,0.5789,0.6418,0.697,0.7142,0.6038,0.6197,0.5271,0.6558,0.645,0.714,0.6192,0.7444,0.7281,0.6671,0.9458,0.7613,1.0,0.6968,0.8583,0.846,0.9409,0.8545,0.8995,0.9458,0.8965,0.6678,0.5678,0.6357,0.5131,0.6556,0.613,0.5693,0.5777,0.673,0.6774,0.6032,0.6268,0.4308,0.4409,0.4643,0.6268,0.4613,0.5726,0.6268,0.6268,0.4755,0.5297,0.6552,0.5581,0.4644,0.6552,0.5769,0.6552,0.6552,0.6552,0.5682,0.5278,0.5581
Condition_7_prime_3,0.6532,0.6369,0.6326,0.7649,0.5614,0.5744,0.7142,0.5397,0.6327,0.6532,0.6507,0.5582,0.4342,0.4974,0.7495,0.4891,0.4969,0.5581,0.6264,0.5582,0.5277,0.5689,0.1359,0.1359,0.1359,0.0489,0.1359,0.1359,0.1359,0.1359,0.1332,0.1352,0.1352,0.2805,0.2805,0.2805,0.1935,0.2805,0.2502,0.2805,0.2805,0.2805,0.2502,0.2805,0.5024,0.5024,0.4253,0.3988,0.4529,0.4162,0.5024,0.4679,0.3883,0.4496,0.5027,0.5306,0.4189,0.4504,0.7235,0.4709,0.4652,0.5304,0.4522,0.5848,0.5517,0.4909,0.751,0.6059,0.6968,1.0,0.6946,0.6505,0.751,0.7566,0.6613,0.7503,0.7482,0.4791,0.4791,0.4522,0.3243,0.4707,0.4246,0.4912,0.3995,0.4967,0.4939,0.427,0.4766,0.3776,0.3896,0.3547,0.4766,0.3687,0.4462,0.4766,0.4766,0.3473,0.3776,0.4816,0.4696,0.3939,0.4816,0.4036,0.4816,0.4816,0.4816,0.3946,0.3691,0.3826
Condition_7_prime_4,0.8455,0.5888,0.8326,0.6695,0.8585,0.7712,0.7887,0.6947,0.8213,0.8455,0.8429,0.7553,0.6273,0.6946,0.5594,0.7821,0.6902,0.7551,0.7227,0.7553,0.7204,0.766,0.2283,0.2283,0.2283,0.1503,0.2283,0.2283,0.2283,0.2283,0.2234,0.2269,0.2269,0.3483,0.3483,0.3483,0.2703,0.3483,0.318,0.3483,0.3483,0.3483,0.318,0.3483,0.6992,0.5993,0.5041,0.5918,0.6462,0.6092,0.6992,0.6647,0.558,0.6464,0.6995,0.7274,0.6121,0.6439,0.5366,0.7642,0.6583,0.7273,0.6492,0.7664,0.7487,0.6877,0.9,0.7764,0.8583,0.6946,1.0,0.8409,0.9,0.8029,0.8172,0.8986,0.8924,0.6759,0.576,0.649,0.5211,0.6639,0.6176,0.5873,0.5926,0.6935,0.6907,0.6238,0.5286,0.3382,0.3535,0.418,0.5286,0.3993,0.4982,0.5286,0.5286,0.4049,0.4353,0.5379,0.4447,0.3615,0.5379,0.4712,0.5379,0.5379,0.5379,0.46,0.4311,0.4447
Condition_7_prime_5,0.8013,0.5584,0.7738,0.6381,0.7141,0.7397,0.7351,0.6685,0.7625,0.8013,0.8001,0.725,0.6064,0.6406,0.5293,0.6613,0.6694,0.7248,0.681,0.7249,0.6787,0.7356,0.2523,0.2523,0.2523,0.1743,0.2523,0.253,0.2523,0.2523,0.2523,0.2474,0.2474,0.3183,0.3183,0.3183,0.2403,0.3183,0.2766,0.3183,0.3183,0.3183,0.2766,0.3183,0.6911,0.5911,0.474,0.5872,0.6413,0.6012,0.6911,0.6441,0.5372,0.6331,0.6914,0.7069,0.5986,0.6027,0.516,0.6506,0.7576,0.7067,0.6078,0.7142,0.7186,0.6576,0.8919,0.7195,0.846,0.6505,0.8409,1.0,0.8871,0.79,0.8223,0.8919,0.8496,0.6626,0.5626,0.6284,0.5079,0.6504,0.6096,0.5572,0.5625,0.6635,0.6701,0.624,0.4986,0.3082,0.3235,0.3693,0.4986,0.4183,0.4569,0.4986,0.4986,0.3636,0.4053,0.5134,0.4201,0.3335,0.5134,0.4463,0.5134,0.5134,0.5134,0.4354,0.3992,0.4201
Condition_7_prime_6,0.8522,0.6574,0.8393,0.6736,0.7585,0.7714,0.8287,0.7617,0.8393,0.8522,0.8496,0.7553,0.6273,0.7003,0.5634,0.6822,0.6902,0.7565,0.7265,0.7553,0.7268,0.766,0.2613,0.2613,0.2613,0.1743,0.2613,0.2613,0.2613,0.2613,0.253,0.2599,0.2599,0.4068,0.4068,0.4068,0.3198,0.4068,0.3651,0.4068,0.4068,0.4068,0.3651,0.4068,0.6995,0.5995,0.5234,0.5921,0.6462,0.6095,0.6995,0.665,0.5872,0.6466,0.6997,0.7277,0.6121,0.6499,0.5407,0.6642,0.6586,0.7279,0.6494,0.7843,0.749,0.688,0.9951,0.803,0.9409,0.751,0.9,0.8871,1.0,0.8961,0.8998,0.9937,0.9507,0.6762,0.5762,0.6492,0.5214,0.6639,0.6179,0.5901,0.5985,0.6938,0.6909,0.624,0.5972,0.4012,0.4112,0.4567,0.5972,0.4389,0.5555,0.5972,0.5972,0.4584,0.5001,0.61,0.513,0.4227,0.61,0.532,0.61,0.61,0.61,0.5231,0.4921,0.513
Condition_7_prime_7,0.7532,0.6764,0.7403,0.6736,0.6614,0.6744,0.8306,0.6647,0.7402,0.7532,0.7507,0.6582,0.534,0.6013,0.5634,0.5889,0.5969,0.658,0.7264,0.6581,0.6278,0.6689,0.1812,0.1812,0.1812,0.1296,0.1812,0.1812,0.1812,0.1812,0.1728,0.1798,0.1798,0.3469,0.3469,0.3469,0.2536,0.3469,0.2927,0.3469,0.3469,0.3469,0.2927,0.3469,0.6024,0.5024,0.5253,0.4988,0.5529,0.5162,0.6024,0.5679,0.4883,0.5496,0.6027,0.6306,0.5188,0.5508,0.5406,0.5709,0.5653,0.6305,0.5524,0.6854,0.6518,0.5909,0.8962,0.7059,0.8545,0.7566,0.8029,0.79,0.8961,1.0,0.8461,0.8947,0.8517,0.5791,0.4791,0.5522,0.4243,0.5706,0.5246,0.4912,0.4995,0.5967,0.5939,0.527,0.5429,0.444,0.4496,0.3809,0.5429,0.3644,0.4887,0.5429,0.5429,0.3898,0.444,0.5558,0.4569,0.4611,0.5558,0.4689,0.5558,0.5558,0.5558,0.4625,0.436,0.4569
Condition_7_prime_8,0.7715,0.5745,0.7564,0.6055,0.689,0.7033,0.7334,0.67,0.8344,0.7715,0.7702,0.6886,0.5605,0.6225,0.4967,0.628,0.636,0.6884,0.6485,0.6886,0.6488,0.6992,0.2082,0.2082,0.2082,0.2082,0.2082,0.2082,0.2082,0.2082,0.2082,0.1998,0.1998,0.3702,0.3702,0.3702,0.3702,0.3702,0.316,0.3702,0.3702,0.3702,0.316,0.3702,0.6327,0.5328,0.4364,0.5921,0.592,0.5428,0.6327,0.665,0.5003,0.5687,0.633,0.661,0.5454,0.5721,0.4739,0.6099,0.6044,0.6608,0.5715,0.7861,0.6823,0.61,0.9047,0.7133,0.8995,0.6613,0.8172,0.8223,0.8998,0.8461,1.0,0.9047,0.8623,0.622,0.522,0.6492,0.4797,0.6097,0.5762,0.5122,0.5318,0.6938,0.6367,0.5573,0.5606,0.3645,0.4616,0.389,0.5605,0.3748,0.5064,0.5606,0.5606,0.4093,0.4635,0.5856,0.4885,0.4783,0.5856,0.4979,0.5856,0.5856,0.5856,0.5856,0.4582,0.4885
Condition_7_prime_9,0.8514,0.6581,0.8378,0.6733,0.7577,0.7711,0.8273,0.7627,0.8378,0.8514,0.8493,0.7553,0.6273,0.7005,0.5634,0.6822,0.6902,0.7551,0.7265,0.7553,0.7268,0.766,0.2632,0.2632,0.2632,0.1762,0.2632,0.2632,0.2632,0.2632,0.2548,0.2632,0.2632,0.4072,0.4072,0.4072,0.3202,0.4072,0.3655,0.4072,0.4072,0.4072,0.3655,0.4072,0.6995,0.5995,0.5234,0.5921,0.6462,0.6095,0.6995,0.665,0.5872,0.6466,0.6997,0.7277,0.6121,0.6501,0.5407,0.6642,0.6586,0.7275,0.6495,0.7861,0.749,0.688,0.9973,0.8022,0.9458,0.7503,0.8986,0.8919,0.9937,0.8947,0.9047,1.0,0.9507,0.6762,0.5762,0.6492,0.5214,0.6639,0.6179,0.5901,0.5985,0.6938,0.6909,0.624,0.5975,0.4015,0.4116,0.457,0.5975,0.4393,0.5558,0.5975,0.5975,0.4588,0.5005,0.6124,0.5153,0.4264,0.6124,0.534,0.6124,0.6124,0.6124,0.5254,0.4944,0.5153
Condition_7_prime_10,0.8495,0.6338,0.8324,0.6733,0.7558,0.7711,0.8132,0.734,0.8323,0.8495,0.8493,0.7553,0.6273,0.6998,0.5634,0.6822,0.6902,0.7551,0.7265,0.7552,0.7267,0.766,0.2321,0.2321,0.2321,0.1451,0.2321,0.2321,0.2321,0.2321,0.2307,0.2321,0.2348,0.3829,0.3829,0.3829,0.2959,0.3829,0.3526,0.3829,0.3829,0.3829,0.3526,0.3829,0.7043,0.6044,0.5443,0.5948,0.6489,0.6144,0.7043,0.6785,0.6008,0.655,0.7046,0.7277,0.6121,0.6494,0.5407,0.6642,0.6586,0.7275,0.6493,0.7838,0.7488,0.688,0.9507,0.8003,0.8965,0.7482,0.8924,0.8496,0.9507,0.8517,0.8623,0.9507,1.0,0.6762,0.5762,0.6492,0.5214,0.6639,0.6179,0.5901,0.5985,0.6938,0.6909,0.624,0.5733,0.3772,0.39,0.4514,0.5733,0.4202,0.5429,0.5733,0.5733,0.4459,0.4762,0.5756,0.4785,0.3896,0.5756,0.4976,0.5756,0.5756,0.5756,0.4886,0.465,0.4812
Condition_8,0.7845,0.4934,0.7428,0.6873,0.7425,0.7845,0.6873,0.6413,0.7303,0.7845,0.7845,0.7841,0.6841,0.6434,0.5873,0.7711,0.7721,0.7841,0.687,0.7841,0.6844,0.7841,0.2612,0.2612,0.2612,0.207,0.2612,0.2612,0.2612,0.2612,0.2612,0.1832,0.2612,0.3165,0.3165,0.3165,0.2623,0.3165,0.3151,0.3165,0.3165,0.3165,0.3151,0.3165,0.9029,0.8029,0.6841,0.821,0.875,0.8152,0.9029,0.8462,0.726,0.819,0.9036,0.9215,0.8191,0.7808,0.7244,0.8995,0.8869,0.9215,0.7865,0.7467,0.9006,0.8282,0.6762,0.5826,0.6678,0.4791,0.6759,0.6626,0.6762,0.5791,0.622,0.6762,0.6762,1.0,0.9,0.9458,0.8432,0.9,0.901,0.8067,0.8593,0.8588,0.9792,0.893,0.3985,0.2082,0.2472,0.3552,0.3985,0.3432,0.3971,0.3985,0.3985,0.3038,0.3052,0.3682,0.2749,0.2169,0.3682,0.3265,0.3682,0.3682,0.3682,0.314,0.2747,0.2749
Condition_8_prime_1,0.6845,0.5934,0.6428,0.5873,0.6426,0.6845,0.5873,0.5413,0.6303,0.6845,0.6845,0.6841,0.6844,0.5435,0.5873,0.6714,0.6722,0.6841,0.5871,0.6841,0.5844,0.6841,0.2612,0.2612,0.2612,0.207,0.2612,0.2612,0.2612,0.2612,0.2612,0.1832,0.2612,0.3165,0.4165,0.3165,0.2623,0.3165,0.3151,0.3165,0.3165,0.3165,0.3151,0.3165,0.8029,0.9029,0.5841,0.721,0.7751,0.7152,0.8029,0.7462,0.626,0.719,0.8036,0.8215,0.8192,0.6808,0.7244,0.7995,0.7869,0.8215,0.6865,0.6467,0.8006,0.7282,0.5762,0.5827,0.5678,0.4791,0.576,0.5626,0.5762,0.4791,0.522,0.5762,0.5762,0.9,1.0,0.8458,0.7432,0.8,0.801,0.8067,0.7593,0.7588,0.8792,0.793,0.3985,0.3081,0.2472,0.3552,0.3985,0.3432,0.3971,0.3985,0.3985,0.3038,0.3052,0.3682,0.2749,0.2169,0.3682,0.3265,0.3682,0.3682,0.3682,0.314,0.2747,0.2749
