,Condition_1,Condition_1_prime_1,Condition_1_prime_2,Condition_1_prime_3,Condition_1_prime_4,Condition_1_prime_5,Condition_1_prime_6,Condition_1_prime_7,Condition_1_prime_8,Condition_1_prime_9,Condition_1_prime_10,Condition_2,Condition_2_prime_1,Condition_2_prime_2,Condition_2_prime_3,Condition_2_prime_4,Condition_2_prime_5,Condition_2_prime_6,Condition_2_prime_7,Condition_2_prime_8,Condition_2_prime_9,Condition_2_prime_10,Condition_3,Condition_3_prime_1,Condition_3_prime_2,Condition_3_prime_3,Condition_3_prime_4,Condition_3_prime_5,Condition_3_prime_6,Condition_3_prime_7,Condition_3_prime_8,Condition_3_prime_9,Condition_3_prime_10,Condition_4,Condition_4_prime_1,Condition_4_prime_2,Condition_4_prime_3,Condition_4_prime_4,Condition_4_prime_5,Condition_4_prime_6,Condition_4_prime_7,Condition_4_prime_8,Condition_4_prime_9,Condition_4_prime_10,Condition_5,Condition_5_prime_1,Condition_5_prime_2,Condition_5_prime_3,Condition_5_prime_4,Condition_5_prime_5,Condition_5_prime_6,Condition_5_prime_7,Condition_5_prime_8,Condition_5_prime_9,Condition_5_prime_10,Condition_6,Condition_6_prime_1,Condition_6_prime_2,Condition_6_prime_3,Condition_6_prime_4,Condition_6_prime_5,Condition_6_prime_6,Condition_6_prime_7,Condition_6_prime_8,Condition_6_prime_9,Condition_6_prime_10,Condition_7,Condition_7_prime_1,Condition_7_prime_2,Condition_7_prime_3,Condition_7_prime_4,Condition_7_prime_5,Condition_7_prime_6,Condition_7_prime_7,Condition_7_prime_8,Condition_7_prime_9,Condition_7_prime_10,Condition_8,Condition_8_prime_1,Condition_8_prime_2,Condition_8_prime_3,Condition_8_prime_4,Condition_8_prime_5,Condition_8_prime_6,Condition_8_prime_7,Condition_8_prime_8,Condition_8_prime_9,Condition_8_prime_10,Condition_9,Condition_9_prime_1,Condition_9_prime_2,Condition_9_prime_3,Condition_9_prime_4,Condition_9_prime_5,Condition_9_prime_6,Condition_9_prime_7,Condition_9_prime_8,Condition_9_prime_9,Condition_9_prime_10,Condition_10,Condition_10_prime_1,Condition_10_prime_2,Condition_10_prime_3,Condition_10_prime_4,Condition_10_prime_5,Condition_10_prime_6,Condition_10_prime_7,Condition_10_prime_8,Condition_10_prime_9,Condition_10_prime_10
Condition_1_prime_10,0.9973,0.6877,0.9306,0.8087,0.8973,0.9003,0.89,0.8049,0.9193,0.9973,1.0,0.8839,0.7561,0.8197,0.6985,0.7906,0.7985,0.8839,0.8739,0.8839,0.8739,0.8948,0.3562,0.3562,0.3562,0.2782,0.3562,0.3562,0.3562,0.3562,0.3547,0.2625,0.3558,0.4669,0.4669,0.4669,0.3889,0.4669,0.4461,0.4669,0.4669,0.4669,0.4461,0.4669,0.7412,0.6412,0.5623,0.6224,0.6765,0.6512,0.7412,0.7192,0.6149,0.7009,0.7414,0.7694,0.6539,0.7033,0.5824,0.6946,0.6889,0.7694,0.7033,0.8027,0.7903,0.7423,0.8496,0.7496,0.8193,0.6507,0.8429,0.8001,0.8496,0.7507,0.7702,0.8493,0.8493,0.7845,0.6845,0.7689,0.6298,0.7722,0.7055,0.7376,0.7397,0.8351,0.7993,0.7531,0.5577,0.3617,0.3808,0.4618,0.5577,0.4444,0.5369,0.5577,0.5577,0.4398,0.4606,0.506,0.4089,0.3287,0.506,0.4393,0.506,0.506,0.506,0.428,0.4006,0.4089
Condition_2,0.8842,0.5895,0.8305,0.7842,0.83,0.8839,0.7876,0.7196,0.8179,0.8842,0.8839,1.0,0.8649,0.8468,0.7932,0.9,0.901,0.9986,0.9029,0.9999,0.9003,0.985,0.3008,0.3008,0.3008,0.2341,0.3008,0.3008,0.3008,0.3008,0.3008,0.2138,0.3008,0.3881,0.3881,0.3881,0.3214,0.3881,0.3797,0.3881,0.3881,0.3881,0.3797,0.3881,0.7409,0.6409,0.5254,0.6221,0.6765,0.6509,0.7409,0.6939,0.5669,0.6553,0.7412,0.7695,0.6539,0.6445,0.5694,0.6946,0.689,0.7691,0.6502,0.731,0.7908,0.6968,0.7553,0.662,0.7344,0.5582,0.7553,0.725,0.7553,0.6582,0.6886,0.7553,0.7553,0.7841,0.6841,0.7684,0.6295,0.7721,0.7051,0.6826,0.721,0.8092,0.7987,0.7526,0.4724,0.282,0.3086,0.4098,0.4724,0.3851,0.464,0.4724,0.4724,0.3707,0.3791,0.4307,0.3374,0.2669,0.4307,0.3765,0.4307,0.4307,0.4307,0.364,0.3374,0.3374
Condition_2_prime_1,0.7561,0.6616,0.7019,0.6621,0.7019,0.7561,0.6628,0.5995,0.6894,0.7561,0.7561,0.8649,1.0,0.7136,0.6718,0.8082,0.7998,0.8649,0.7716,0.8648,0.7659,0.8565,0.2914,0.3266,0.2914,0.2247,0.2914,0.2914,0.2914,0.2914,0.2914,0.2044,0.2914,0.3672,0.5023,0.3672,0.3053,0.3672,0.3645,0.3672,0.3672,0.3672,0.3645,0.3672,0.6409,0.6412,0.4217,0.539,0.5885,0.563,0.6409,0.5939,0.561,0.6486,0.6412,0.6691,0.7859,0.5178,0.4735,0.6066,0.6006,0.6691,0.6149,0.6024,0.6691,0.6691,0.6273,0.7624,0.6137,0.4342,0.6273,0.6064,0.6273,0.534,0.5605,0.6273,0.6273,0.6841,0.6844,0.6685,0.5314,0.6841,0.6172,0.6559,0.604,0.6891,0.6988,0.7352,0.3582,0.3648,0.1982,0.3013,0.3582,0.2824,0.3555,0.3582,0.3582,0.3555,0.3582,0.3165,0.3165,0.1565,0.3165,0.2623,0.3165,0.3165,0.3165,0.2498,0.3165,0.3165
Condition_2_prime_2,0.82,0.5522,0.8605,0.6501,0.7878,0.7394,0.7616,0.7326,0.7825,0.82,0.8197,0.8468,0.7136,1.0,0.6591,0.7613,0.7623,0.8454,0.8316,0.8468,0.8336,0.8427,0.3578,0.3578,0.3578,0.2798,0.3578,0.3578,0.3578,0.3578,0.3578,0.2645,0.3578,0.4204,0.4204,0.4206,0.3425,0.4204,0.3996,0.4204,0.4204,0.4204,0.3996,0.4204,0.5877,0.4878,0.5745,0.4833,0.5377,0.4996,0.5877,0.5532,0.4609,0.5349,0.588,0.6163,0.5026,0.7181,0.429,0.5559,0.5502,0.616,0.6176,0.676,0.6379,0.5764,0.7005,0.5973,0.6588,0.4974,0.6946,0.6406,0.7003,0.6013,0.6225,0.7005,0.6998,0.6434,0.5435,0.6152,0.6295,0.6333,0.5777,0.5704,0.7392,0.6686,0.6581,0.5994,0.5112,0.3152,0.3343,0.4904,0.5112,0.4487,0.4904,0.5112,0.5112,0.3933,0.4141,0.4445,0.3474,0.2676,0.4445,0.4444,0.4445,0.4445,0.4445,0.3665,0.3474,0.3474
Condition_2_prime_3,0.6986,0.5988,0.6444,0.8839,0.625,0.6795,0.6986,0.5388,0.6318,0.6986,0.6985,0.7932,0.6718,0.6591,1.0,0.7056,0.698,0.7932,0.8123,0.7932,0.7126,0.7796,0.2066,0.2066,0.2066,0.1399,0.2066,0.2066,0.2066,0.2066,0.2066,0.1133,0.2066,0.2918,0.2918,0.2918,0.2251,0.2918,0.287,0.2918,0.2918,0.2918,0.287,0.2918,0.5441,0.5441,0.4385,0.4291,0.4833,0.4579,0.5441,0.4971,0.3788,0.4675,0.5444,0.5723,0.4606,0.4521,0.7653,0.5013,0.4956,0.5723,0.454,0.5386,0.5925,0.5082,0.5634,0.4661,0.5426,0.7495,0.5594,0.5293,0.5634,0.5634,0.4967,0.5634,0.5634,0.5873,0.5873,0.5716,0.4327,0.5789,0.5121,0.601,0.528,0.6124,0.6019,0.5558,0.3826,0.2855,0.3159,0.3235,0.3826,0.3057,0.3777,0.3826,0.3826,0.2807,0.2855,0.3409,0.3218,0.2742,0.3409,0.2867,0.3409,0.3409,0.3409,0.2742,0.2438,0.2438
Condition_2_prime_4,0.7908,0.5081,0.7491,0.6959,0.8491,0.7906,0.6975,0.6438,0.7366,0.7908,0.7906,0.9,0.8082,0.7613,0.7056,1.0,0.8917,0.9,0.8068,0.9,0.8011,0.8917,0.2607,0.2607,0.2607,0.2065,0.2607,0.2607,0.2607,0.2607,0.2607,0.1827,0.2607,0.3247,0.3247,0.3247,0.2704,0.3247,0.3198,0.3247,0.3247,0.3247,0.3198,0.3247,0.6803,0.5805,0.4735,0.6211,0.6755,0.6135,0.6803,0.6458,0.5133,0.601,0.6805,0.7087,0.6052,0.5741,0.5128,0.7936,0.6879,0.7085,0.5842,0.6586,0.7129,0.6257,0.6822,0.5952,0.6686,0.4891,0.7821,0.6613,0.6822,0.5889,0.628,0.6822,0.6822,0.7711,0.6714,0.7316,0.6184,0.7711,0.7042,0.6027,0.649,0.7354,0.7858,0.6819,0.4004,0.2201,0.2529,0.3538,0.4004,0.3364,0.3955,0.4004,0.4004,0.3085,0.3134,0.3701,0.2831,0.2226,0.3701,0.3284,0.3701,0.3701,0.3701,0.3159,0.2831,0.2831
Condition_2_prime_5,0.7988,0.5142,0.7576,0.7025,0.7571,0.7985,0.706,0.6467,0.745,0.7988,0.7985,0.901,0.7998,0.7623,0.698,0.8917,1.0,0.8996,0.8077,0.901,0.8013,0.8996,0.2641,0.2641,0.2641,0.2099,0.2641,0.2641,0.2641,0.2641,0.2641,0.1862,0.2641,0.3294,0.3294,0.3294,0.2752,0.3294,0.3211,0.3294,0.3294,0.3294,0.3211,0.3294,0.6812,0.5813,0.4745,0.6221,0.6765,0.6145,0.6812,0.6467,0.5135,0.602,0.6815,0.7098,0.6062,0.5825,0.5135,0.6946,0.689,0.7095,0.5926,0.6671,0.7144,0.6267,0.6902,0.6033,0.6767,0.4969,0.6902,0.6694,0.6902,0.5969,0.636,0.6902,0.6902,0.7721,0.6722,0.7325,0.6194,0.7721,0.7051,0.6035,0.65,0.7363,0.7868,0.6829,0.4051,0.2249,0.2577,0.3551,0.4051,0.3399,0.3968,0.4051,0.4051,0.3098,0.3182,0.3748,0.2879,0.2273,0.3748,0.3331,0.3748,0.3748,0.3748,0.3206,0.2879,0.2879
Condition_2_prime_6,0.8841,0.589,0.8299,0.7842,0.8299,0.8839,0.7871,0.7191,0.8174,0.8841,0.8839,0.9986,0.8649,0.8454,0.7932,0.9,0.8996,1.0,0.9015,0.9985,0.8988,0.985,0.3008,0.3008,0.3008,0.2341,0.3008,0.3008,0.3008,0.3008,0.3008,0.2138,0.3008,0.3881,0.3881,0.3881,0.3214,0.3881,0.3797,0.3881,0.3881,0.3881,0.3797,0.3881,0.7409,0.6409,0.5254,0.6221,0.6765,0.6509,0.7409,0.6939,0.5669,0.6553,0.7412,0.7693,0.6539,0.644,0.5694,0.6946,0.6888,0.7695,0.6496,0.7304,0.7902,0.6968,0.7551,0.6618,0.7343,0.5581,0.7551,0.7248,0.7565,0.658,0.6884,0.7551,0.7551,0.7841,0.6841,0.7684,0.6295,0.7721,0.7051,0.6826,0.721,0.8092,0.7987,0.7526,0.4724,0.282,0.3086,0.4098,0.4724,0.3851,0.464,0.4724,0.4724,0.3707,0.3791,0.4307,0.3374,0.2669,0.4307,0.3764,0.4307,0.4307,0.4307,0.3639,0.3374,0.3374
Condition_2_prime_7,0.8742,0.6693,0.808,0.8032,0.7772,0.7955,0.8747,0.6897,0.7966,0.8742,0.8739,0.9029,0.7716,0.8316,0.8123,0.8068,0.8077,0.9015,1.0,0.9029,0.8976,0.8988,0.239,0.239,0.239,0.1611,0.239,0.239,0.239,0.239,0.239,0.1457,0.239,0.3524,0.3524,0.3524,0.2771,0.3524,0.3388,0.3524,0.3524,0.3524,0.3388,0.3524,0.6438,0.5439,0.562,0.5315,0.5832,0.5576,0.6438,0.6218,0.5151,0.6035,0.6441,0.6724,0.5606,0.6049,0.5822,0.6013,0.5957,0.6721,0.6067,0.7034,0.6937,0.645,0.7265,0.6294,0.6961,0.6264,0.7227,0.681,0.7265,0.7264,0.6485,0.7265,0.7265,0.687,0.5871,0.6713,0.5324,0.6788,0.6119,0.6371,0.6402,0.7372,0.7017,0.6555,0.4431,0.346,0.3651,0.3628,0.4431,0.3298,0.4296,0.4431,0.4431,0.3325,0.346,0.3889,0.2919,0.3109,0.3889,0.3222,0.3889,0.3889,0.3889,0.3109,0.2919,0.2919
Condition_2_prime_8,0.8842,0.5895,0.8304,0.7842,0.83,0.8839,0.7875,0.7196,0.8179,0.8842,0.8839,0.9999,0.8648,0.8468,0.7932,0.9,0.901,0.9985,0.9029,1.0,0.9003,0.985,0.3008,0.3008,0.3008,0.2341,0.3008,0.3008,0.3008,0.3008,0.3008,0.2138,0.3008,0.3881,0.3881,0.3881,0.3214,0.3881,0.3798,0.3881,0.3881,0.3881,0.3798,0.3881,0.7409,0.6409,0.5254,0.6221,0.6765,0.6509,0.7409,0.6939,0.5669,0.6553,0.7412,0.7694,0.6539,0.6445,0.5694,0.6946,0.6889,0.7691,0.6501,0.731,0.7908,0.6967,0.7553,0.6619,0.7344,0.5582,0.7553,0.7249,0.7553,0.6581,0.6886,0.7553,0.7552,0.7841,0.6841,0.7684,0.6295,0.7721,0.7051,0.6826,0.721,0.8092,0.7987,0.7526,0.4724,0.2821,0.3086,0.4099,0.4724,0.3852,0.4641,0.4724,0.4724,0.3708,0.3791,0.4308,0.3375,0.267,0.4308,0.3765,0.4308,0.4308,0.4308,0.364,0.3375,0.3375
Condition_2_prime_9,0.8742,0.5714,0.8082,0.7035,0.7745,0.7929,0.7759,0.7904,0.7969,0.8742,0.8739,0.9003,0.7659,0.8336,0.7126,0.8011,0.8013,0.8988,0.8976,0.9003,1.0,0.8961,0.338,0.338,0.338,0.26,0.338,0.338,0.338,0.338,0.338,0.2447,0.338,0.4514,0.4514,0.4514,0.3734,0.4514,0.4378,0.4514,0.4514,0.4514,0.4378,0.4514,0.6412,0.5412,0.4623,0.5224,0.5768,0.5512,0.6412,0.6192,0.6148,0.6009,0.6414,0.6698,0.5542,0.6052,0.4825,0.5949,0.5893,0.6694,0.6044,0.7045,0.6914,0.6423,0.7268,0.6269,0.6965,0.5277,0.7204,0.6787,0.7268,0.6278,0.6488,0.7268,0.7267,0.6844,0.5844,0.6687,0.5298,0.6724,0.6054,0.6371,0.6395,0.7345,0.699,0.6528,0.5421,0.3461,0.3652,0.4619,0.5421,0.4288,0.5286,0.5421,0.5421,0.4315,0.4451,0.488,0.3909,0.311,0.488,0.4212,0.488,0.488,0.488,0.41,0.3909,0.3909
Condition_2_prime_10,0.895,0.5963,0.8408,0.7842,0.8408,0.8926,0.7979,0.7226,0.8282,0.895,0.8948,0.985,0.8565,0.8427,0.7796,0.8917,0.8996,0.985,0.8988,0.985,0.8961,1.0,0.306,0.306,0.306,0.2393,0.3087,0.306,0.306,0.306,0.306,0.219,0.306,0.3954,0.3954,0.3954,0.3287,0.3954,0.3819,0.3954,0.3954,0.3954,0.3819,0.3954,0.7409,0.6409,0.5254,0.6221,0.6765,0.6509,0.7409,0.6939,0.5669,0.6553,0.7412,0.7693,0.6539,0.644,0.5694,0.6946,0.6888,0.7691,0.6496,0.7413,0.7902,0.6968,0.766,0.6727,0.7451,0.5689,0.766,0.7356,0.766,0.6689,0.6992,0.766,0.766,0.7841,0.6841,0.7684,0.6295,0.7721,0.7051,0.6826,0.721,0.8092,0.7987,0.7526,0.4797,0.2894,0.3159,0.412,0.4797,0.3903,0.4662,0.4797,0.4797,0.3729,0.3864,0.438,0.3447,0.2742,0.438,0.3838,0.438,0.438,0.438,0.3713,0.3447,0.3447
Condition_3,0.3586,0.3377,0.39,0.2153,0.3391,0.3134,0.2937,0.4041,0.312,0.3586,0.3562,0.3008,0.2914,0.3578,0.2066,0.2607,0.2641,0.3008,0.239,0.3008,0.338,0.306,1.0,0.718,0.9951,0.7062,0.8973,0.8882,0.9088,0.8375,0.9129,0.8121,0.7519,0.6136,0.5011,0.5965,0.4272,0.5582,0.5212,0.5962,0.5689,0.6132,0.547,0.5965,0.2057,0.2057,0.1665,0.1236,0.178,0.2019,0.2057,0.1527,0.2534,0.2296,0.2058,0.2082,0.2024,0.252,0.1098,0.1792,0.1805,0.2082,0.2501,0.1793,0.2104,0.2341,0.2651,0.2183,0.2987,0.1359,0.2283,0.2523,0.2613,0.1812,0.2082,0.2632,0.2321,0.2612,0.2612,0.2198,0.2471,0.2574,0.2233,0.33,0.3121,0.2439,0.2626,0.2973,0.4585,0.3627,0.3028,0.2939,0.4057,0.4776,0.3911,0.4294,0.4585,0.4046,0.4755,0.5153,0.4522,0.4127,0.3373,0.517,0.4503,0.485,0.438,0.4811,0.5475,0.4388
Condition_3_prime_1,0.3586,0.3377,0.39,0.2153,0.3391,0.3134,0.2937,0.4041,0.312,0.3586,0.3562,0.3008,0.3266,0.3578,0.2066,0.2607,0.2641,0.3008,0.239,0.3008,0.338,0.306,0.718,1.0,0.7179,0.619,0.718,0.718,0.7172,0.7179,0.6637,0.583,0.6819,0.5596,0.6563,0.5592,0.5142,0.5422,0.4772,0.5589,0.5589,0.5592,0.4816,0.5592,0.2057,0.2057,0.1665,0.1779,0.178,0.2019,0.2057,0.1527,0.2534,0.2296,0.2058,0.2082,0.2355,0.252,0.1098,0.1792,0.1805,0.2082,0.2501,0.1793,0.2104,0.2341,0.2651,0.3153,0.2987,0.1359,0.2283,0.2523,0.2613,0.1812,0.2082,0.2632,0.2321,0.2612,0.2612,0.2198,0.2471,0.2574,0.2233,0.33,0.3121,0.2439,0.2626,0.2973,0.4425,0.3474,0.2474,0.2853,0.4057,0.4406,0.3638,0.4293,0.4425,0.3676,0.4457,0.495,0.5523,0.2762,0.3373,0.4967,0.4503,0.4647,0.4289,0.3996,0.4379,0.4178
Condition_3_prime_2,0.3586,0.3377,0.39,0.2153,0.3391,0.3134,0.2937,0.4041,0.312,0.3586,0.3562,0.3008,0.2914,0.3578,0.2066,0.2607,0.2641,0.3008,0.239,0.3008,0.338,0.306,0.9951,0.7179,1.0,0.7059,0.8966,0.8881,0.9081,0.8374,0.9079,0.8072,0.7492,0.6136,0.5011,0.5965,0.4272,0.5582,0.5212,0.5962,0.5689,0.6132,0.547,0.5965,0.2057,0.2057,0.1665,0.1236,0.178,0.2019,0.2057,0.1527,0.2534,0.2296,0.2058,0.2082,0.2024,0.252,0.1098,0.1792,0.1805,0.2082,0.2501,0.1793,0.2104,0.2341,0.2651,0.2183,0.2987,0.1359,0.2283,0.2523,0.2613,0.1812,0.2082,0.2632,0.2321,0.2612,0.2612,0.2198,0.2471,0.2574,0.2233,0.33,0.3121,0.2439,0.2626,0.2973,0.4585,0.3627,0.3028,0.2939,0.4057,0.4776,0.3911,0.4294,0.4585,0.4046,0.4755,0.5153,0.4522,0.4127,0.3373,0.517,0.4503,0.485,0.438,0.4811,0.5475,0.4388
Condition_3_prime_3,0.2806,0.2444,0.312,0.1486,0.2724,0.2467,0.2068,0.3171,0.312,0.2806,0.2782,0.2341,0.2247,0.2798,0.1399,0.2065,0.2099,0.2341,0.1611,0.2341,0.26,0.2393,0.7062,0.619,0.7059,1.0,0.7062,0.7043,0.7014,0.7052,0.6395,0.5565,0.6276,0.4916,0.4022,0.4912,0.4272,0.4467,0.4004,0.491,0.4689,0.4912,0.4046,0.4912,0.1389,0.1389,0.0795,0.1236,0.1238,0.1352,0.1389,0.1527,0.1664,0.1516,0.1391,0.1415,0.1357,0.174,0.0431,0.125,0.1263,0.1415,0.1721,0.1793,0.1436,0.1562,0.1782,0.1313,0.2117,0.0489,0.1503,0.1743,0.1743,0.1296,0.2082,0.1762,0.1451,0.207,0.207,0.2198,0.2054,0.2032,0.1816,0.2521,0.2454,0.2439,0.2084,0.2306,0.347,0.2505,0.2731,0.1954,0.3086,0.368,0.2796,0.3304,0.347,0.2834,0.3705,0.4163,0.3533,0.3396,0.244,0.4199,0.3532,0.386,0.339,0.4658,0.3938,0.3391
Condition_3_prime_4,0.3586,0.3377,0.39,0.2153,0.3391,0.3134,0.2937,0.4041,0.312,0.3586,0.3562,0.3008,0.2914,0.3578,0.2066,0.2607,0.2641,0.3008,0.239,0.3008,0.338,0.3087,0.8973,0.718,0.8966,0.7062,1.0,0.8882,0.8868,0.8308,0.8193,0.7298,0.746,0.6053,0.5011,0.5954,0.4272,0.5509,0.5139,0.5951,0.5679,0.6049,0.5273,0.5954,0.2057,0.2057,0.1665,0.1236,0.178,0.2019,0.2057,0.1527,0.2534,0.2296,0.2058,0.2082,0.2024,0.252,0.1098,0.1792,0.1805,0.2082,0.2501,0.1793,0.2104,0.2341,0.2651,0.2183,0.2987,0.1359,0.2283,0.2523,0.2613,0.1812,0.2082,0.2632,0.2321,0.2612,0.2612,0.2198,0.2471,0.2574,0.2233,0.33,0.3121,0.2439,0.2626,0.2973,0.4512,0.3546,0.2936,0.2939,0.4057,0.4703,0.3837,0.4293,0.4512,0.3965,0.4747,0.5152,0.4522,0.3901,0.3373,0.517,0.4503,0.485,0.4379,0.4811,0.5467,0.438
Condition_3_prime_5,0.3586,0.3377,0.39,0.2153,0.3391,0.3134,0.2937,0.4041,0.312,0.3586,0.3562,0.3008,0.2914,0.3578,0.2066,0.2607,0.2641,0.3008,0.239,0.3008,0.338,0.306,0.8882,0.718,0.8881,0.7043,0.8882,1.0,0.8846,0.8295,0.8103,0.7208,0.7417,0.6053,0.5011,0.5954,0.4272,0.5509,0.5139,0.5951,0.5679,0.6049,0.5273,0.5954,0.2057,0.2057,0.1665,0.1236,0.178,0.2019,0.2057,0.1527,0.2534,0.2296,0.2058,0.2082,0.2024,0.252,0.1098,0.1792,0.1812,0.2082,0.2501,0.1793,0.2104,0.2341,0.2651,0.2183,0.2987,0.1359,0.2283,0.253,0.2613,0.1812,0.2082,0.2632,0.2321,0.2612,0.2612,0.2198,0.2471,0.2574,0.2233,0.33,0.3121,0.2439,0.2626,0.2973,0.4512,0.3546,0.2923,0.2939,0.4057,0.4703,0.3837,0.4293,0.4512,0.3965,0.4747,0.5152,0.4522,0.3901,0.3373,0.517,0.4503,0.485,0.4379,0.4811,0.5467,0.438
Condition_3_prime_6,0.3586,0.3377,0.39,0.2153,0.3391,0.3134,0.2937,0.4041,0.312,0.3586,0.3562,0.3008,0.2914,0.3578,0.2066,0.2607,0.2641,0.3008,0.239,0.3008,0.338,0.306,0.9088,0.7172,0.9081,0.7014,0.8868,0.8846,1.0,0.8326,0.8218,0.7411,0.7432,0.6056,0.5011,0.5961,0.4271,0.5502,0.5138,0.5961,0.5689,0.6056,0.5276,0.5961,0.2057,0.2057,0.1665,0.1236,0.178,0.2019,0.2057,0.1535,0.2534,0.2296,0.2058,0.2082,0.2024,0.252,0.1098,0.1792,0.1805,0.2082,0.2501,0.1793,0.2104,0.2341,0.2651,0.2183,0.2987,0.1359,0.2283,0.2523,0.2613,0.1812,0.2082,0.2632,0.2321,0.2612,0.2612,0.2198,0.2471,0.2574,0.2233,0.33,0.3121,0.2439,0.2626,0.2973,0.4505,0.355,0.2928,0.2941,0.4049,0.4688,0.3838,0.4293,0.4505,0.3973,0.4753,0.5153,0.4522,0.4001,0.3373,0.517,0.4503,0.485,0.438,0.4811,0.5475,0.4388
Condition_3_prime_7,0.3586,0.3377,0.39,0.2153,0.3391,0.3134,0.2937,0.4041,0.312,0.3586,0.3562,0.3008,0.2914,0.3578,0.2066,0.2607,0.2641,0.3008,0.239,0.3008,0.338,0.306,0.8375,0.7179,0.8374,0.7052,0.8308,0.8295,0.8326,1.0,0.7595,0.6875,0.7445,0.5916,0.5011,0.5912,0.4272,0.5457,0.4993,0.591,0.5689,0.5912,0.5136,0.5912,0.2057,0.2057,0.1665,0.1236,0.178,0.2019,0.2057,0.1527,0.2534,0.2296,0.2058,0.2082,0.2024,0.252,0.1098,0.1792,0.1805,0.2082,0.2501,0.1793,0.2104,0.2341,0.2651,0.2183,0.2987,0.1359,0.2283,0.2523,0.2613,0.1812,0.2082,0.2632,0.2321,0.2612,0.2612,0.2198,0.2471,0.2574,0.2233,0.33,0.3121,0.2439,0.2626,0.2973,0.446,0.3502,0.2903,0.2887,0.4057,0.4651,0.3786,0.4294,0.446,0.3921,0.4703,0.5153,0.4522,0.37,0.3373,0.517,0.4503,0.485,0.438,0.4811,0.5112,0.4388
Condition_3_prime_8,0.3559,0.3293,0.3851,0.2139,0.3364,0.312,0.2854,0.3906,0.3072,0.3559,0.3547,0.3008,0.2914,0.3578,0.2066,0.2607,0.2641,0.3008,0.239,0.3008,0.338,0.306,0.9129,0.6637,0.9079,0.6395,0.8193,0.8103,0.8218,0.7595,1.0,0.7705,0.6976,0.6136,0.5011,0.5965,0.4272,0.5582,0.5212,0.5962,0.5689,0.6132,0.5565,0.5965,0.2057,0.2057,0.1665,0.1236,0.178,0.2019,0.2057,0.1527,0.2534,0.2296,0.2058,0.2082,0.2024,0.252,0.1098,0.1792,0.1805,0.2082,0.2501,0.1793,0.2104,0.2341,0.2568,0.2156,0.2852,0.1332,0.2234,0.2523,0.253,0.1728,0.2082,0.2548,0.2307,0.2612,0.2612,0.2198,0.2471,0.2574,0.2233,0.33,0.3121,0.2439,0.2626,0.2973,0.4585,0.3627,0.3123,0.2939,0.4057,0.487,0.3911,0.4294,0.4585,0.4141,0.4755,0.4611,0.4105,0.3347,0.3164,0.4628,0.4086,0.4308,0.3963,0.4144,0.4696,0.4085
Condition_3_prime_9,0.2645,0.236,0.2953,0.1216,0.2514,0.2261,0.1952,0.3043,0.2173,0.2645,0.2625,0.2138,0.2044,0.2645,0.1133,0.1827,0.1862,0.2138,0.1457,0.2138,0.2447,0.219,0.8121,0.583,0.8072,0.5565,0.7298,0.7208,0.7411,0.6875,0.7705,1.0,0.6516,0.4928,0.3965,0.4829,0.3226,0.4376,0.4007,0.4827,0.4641,0.4924,0.4262,0.4829,0.2057,0.2057,0.1665,0.1236,0.178,0.2019,0.2057,0.1527,0.2534,0.2296,0.2058,0.2082,0.2024,0.252,0.1098,0.1792,0.1805,0.2082,0.2501,0.1792,0.2104,0.2341,0.2624,0.2175,0.2938,0.1352,0.2269,0.2474,0.2599,0.1798,0.1998,0.2632,0.2321,0.1832,0.1832,0.1418,0.1691,0.1794,0.1566,0.2367,0.2251,0.1569,0.1847,0.2104,0.4377,0.3418,0.2819,0.2804,0.4057,0.4567,0.3702,0.4245,0.4377,0.3838,0.4619,0.4835,0.4307,0.4043,0.3288,0.484,0.4288,0.4634,0.4243,0.4367,0.4885,0.4249
Condition_3_prime_10,0.3578,0.335,0.3886,0.2149,0.3384,0.3131,0.2923,0.4014,0.3106,0.3578,0.3558,0.3008,0.2914,0.3578,0.2066,0.2607,0.2641,0.3008,0.239,0.3008,0.338,0.306,0.7519,0.6819,0.7492,0.6276,0.746,0.7417,0.7432,0.7445,0.6976,0.6516,1.0,0.5826,0.4962,0.5826,0.4222,0.5366,0.4908,0.5826,0.564,0.5826,0.5046,0.5826,0.2057,0.2057,0.1665,0.1236,0.178,0.2019,0.2057,0.1527,0.2534,0.2296,0.2058,0.2082,0.2024,0.252,0.1098,0.1792,0.1805,0.2082,0.2501,0.1792,0.2104,0.2341,0.2624,0.2175,0.2938,0.1352,0.2269,0.2474,0.2599,0.1798,0.1998,0.2632,0.2348,0.2612,0.2612,0.2198,0.2471,0.2574,0.2233,0.33,0.3121,0.2439,0.2626,0.2973,0.4369,0.3415,0.346,0.2802,0.4049,0.4553,0.3702,0.4244,0.4369,0.3838,0.4618,0.4835,0.4307,0.3215,0.3288,0.484,0.4288,0.4634,0.4243,0.4117,0.4283,0.5599
